gene,shoot_control_1,shoot_control_2,shoot_control_3,shoot_ABA_1,shoot_ABA_2,shoot_ABA_3
AT1G06400,2549,4855,2040,6436,7892,4233
AT1G06410,6722,11573,5484,13229,15082,10067
AT1G06420,94,89,81,84,111,81
AT1G06430,5920,15743,4745,17308,29785,17118
AT1G06440,256,305,223,238,262,246
AT1G06450,654,716,412,1068,666,697
AT1G06460,5181,4630,3493,11281,5059,7315
AT1G06470,1621,2173,1539,2347,1769,2275
AT1G06475,208,265,238,307,414,565
AT1G06480,0,0,0,0,0,0
AT1G06490,407,383,442,363,309,464
AT1G06500,567,714,540,903,849,617
AT1G06510,1003,1516,769,1372,1214,843
AT1G06515,997,1361,896,1756,1743,1406
AT1G06520,193,265,179,376,202,321
AT1G06530,3491,5219,3010,3555,4280,3281
AT1G06540,40,35,29,28,44,40
AT1G06550,5093,7749,4176,6461,6842,5401
AT1G06560,1574,2276,1447,1782,1648,1432
AT1G06570,2520,5826,1930,7527,13465,7618
AT1G06580,111,249,109,277,177,147
AT1G06590,746,982,760,785,728,702
AT1G06610,0,0,0,0,0,0
AT1G06620,814,2035,1326,1094,1766,1794
AT1G06630,1405,2424,1465,3799,2881,2356
AT1G06640,3308,7841,4365,7699,8972,7224
AT1G06645,603,1118,418,894,775,372
AT1G06650,2660,5044,2249,4566,4813,3185
AT1G06660,217,230,137,239,205,222
AT1G06670,3899,6491,3956,3703,4110,3742
AT1G06680,57902,101410,32342,72345,94593,41939
AT1G06690,3036,4734,1707,5069,5671,3196
AT1G06700,3112,4939,2585,7380,6352,5000
AT1G06710,594,733,587,671,489,591
AT1G06720,4136,6764,4788,2917,2474,2877
AT1G06730,879,1416,871,1010,1187,838
AT1G06750,123,116,82,133,151,114
AT1G06760,7292,11359,6892,14893,13730,10752
AT1G06770,653,989,555,905,842,597
AT1G06780,867,1247,889,1578,2199,1824
AT1G06790,966,1626,1042,1167,1310,974
AT1G06800,750,1847,873,1955,2662,1674
AT1G06810,0,0,3,2,4,0
AT1G06820,2395,4099,1907,3408,3643,2606
AT1G06830,784,1215,627,116,197,101
AT1G06840,1596,3579,2174,2699,2377,1790
AT1G06850,517,871,594,632,776,630
AT1G06860,0,0,1,0,0,0
AT1G06870,1306,2225,1353,1730,2526,2084
AT1G06880,0,0,1,0,0,0
AT1G06890,2919,4375,2830,5132,5755,4956
AT1G06900,3126,4532,3116,4218,3332,3262
AT1G06910,338,440,317,382,408,415
AT1G06920,0,0,0,0,0,2
AT1G06923,36,58,23,34,20,43
AT1G06925,5,4,0,4,2,1
AT1G06930,20,45,29,18,4,12
AT1G06950,12402,16220,9237,11918,9904,8371
AT1G06960,586,787,636,901,672,603
AT1G06970,1,8,4,0,10,12
AT1G06980,42,37,36,53,70,52
AT1G06990,0,0,0,0,0,1
AT1G07000,996,2810,1273,1990,1908,966
AT1G07010,3353,7919,2304,3933,8181,3391
AT1G07020,660,904,628,1214,899,715
AT1G07025,0,0,0,0,0,0
AT1G07030,1531,2634,1639,2099,2818,2268
AT1G07040,1032,1864,1132,5810,6532,6903
AT1G07050,968,413,450,870,241,664
AT1G07051,0,0,1,2,0,0
AT1G07060,5,11,4,4,8,10
AT1G07070,1519,2202,1383,840,822,812
AT1G07080,2667,4856,2316,6568,10033,6083
AT1G07090,941,1714,1071,612,695,656
AT1G07100,0,0,0,0,0,0
AT1G07110,5458,7886,3313,8232,6370,4164
AT1G07119,177,277,178,254,244,219
AT1G07120,175,267,175,222,239,205
AT1G07128,672,1170,599,784,735,559
AT1G07130,702,1227,623,831,787,582
AT1G07135,5614,9891,3965,2859,5255,1871
AT1G07140,8770,14726,8798,13366,12091,9930
AT1G07150,501,1281,364,533,1299,398
AT1G07160,231,688,325,328,395,219
AT1G07170,783,1422,731,1446,1137,844
AT1G07175,3,9,14,6,4,2
AT1G07180,2478,7263,1524,3570,8957,2579
AT1G07190,0,0,0,0,0,1
AT1G07200,1265,2289,1127,2681,2758,1727
AT1G07210,2209,3525,2215,2627,3028,2304
AT1G07220,871,1728,873,1278,1199,1102
AT1G07230,1348,2415,1368,2646,2740,1999
AT1G07240,1602,3456,1667,2199,1724,1109
AT1G07250,1250,2305,1038,2833,3385,2528
AT1G07260,367,820,454,551,480,463
AT1G07270,60,81,92,35,69,103
AT1G07280,3847,5294,2645,6895,6183,5263
AT1G07290,105,114,85,177,113,145
AT1G07300,224,223,216,294,150,240
AT1G07310,1235,2160,1203,3225,3302,2330
AT1G07320,15207,20921,8388,18143,17055,9281
AT1G07330,15,18,2,3,13,2
AT1G07340,1,0,0,1,0,0
AT1G07350,3350,7015,2265,3569,15118,5378
AT1G07360,2329,3569,2128,3088,3078,2930
AT1G07370,902,894,979,522,662,864
AT1G07380,674,1034,667,1267,1267,1139
AT1G07390,706,1433,965,786,915,721
AT1G07400,1260,5062,1032,1601,7970,1945
AT1G07410,112,194,132,131,219,209
AT1G07420,1976,2349,1828,2949,3016,3319
AT1G07430,19,14,9,2102,3405,2901
AT1G07440,2504,4068,1345,5360,5124,3037
AT1G07450,155,228,66,149,162,98
AT1G07460,0,4,0,0,2,0
AT1G07470,965,1325,899,2212,1991,1750
AT1G07473,8,14,1,8,13,7
AT1G07476,7,8,6,24,27,22
AT1G07480,976,1489,829,2002,1807,1429
AT1G07485,45,82,50,70,106,81
AT1G07490,45,81,50,66,105,78
AT1G07500,19,35,23,115,172,113
AT1G07510,1966,3258,1769,3442,4317,3245
AT1G07520,634,1275,643,827,994,605
AT1G07530,1725,3054,1643,3554,3552,2379
AT1G07540,2,0,2,10,2,7
AT1G07550,8,15,6,3,8,4
AT1G07560,123,117,92,44,34,31
AT1G07570,1684,3937,1766,1631,2467,1310
AT1G07580,0,0,0,0,0,0
AT1G07590,48051,53371,35689,141664,131984,111606
AT1G07600,33763,38015,26032,100147,93018,80726
AT1G07610,2781,3010,2464,12090,8130,11537
AT1G07615,675,1026,608,776,611,538
AT1G07620,456,1376,796,240,666,333
AT1G07630,1964,4402,2461,3665,4620,3568
AT1G07640,2707,3075,2380,3328,4358,4874
AT1G07645,0,6,4,10,10,6
AT1G07650,3414,6754,4323,7187,5156,4011
AT1G07660,1201,1747,1052,1634,1570,1151
AT1G07670,2759,4479,3143,3592,5554,4570
AT1G07680,4,8,3,0,0,0
AT1G07690,0,0,0,0,0,0
AT1G07700,2316,4140,1960,3406,4710,2775
AT1G07702,82,200,128,139,135,130
AT1G07705,1568,2498,1541,1981,2003,1802
AT1G07710,46,48,33,29,22,35
AT1G07720,2165,5805,2210,13874,37974,15713
AT1G07725,544,1008,584,1370,1457,1047
AT1G07728,542,1008,583,1371,1455,1047
AT1G07730,192,272,196,294,236,226
AT1G07740,414,577,441,540,528,421
AT1G07745,365,582,331,617,479,399
AT1G07747,0,2,0,0,5,3
AT1G07750,953,1749,1154,2534,3617,3211
AT1G07760,0,0,0,1,0,0
AT1G07770,9174,12474,7474,10303,9158,7694
AT1G07780,1573,2388,1694,1259,1548,1588
AT1G07790,2121,2488,1947,2079,2008,1969
AT1G07795,6,16,4,24,20,18
AT1G07810,2498,4455,2410,5526,6166,5258
AT1G07820,3627,4615,3368,5383,4265,3556
AT1G07830,1077,1754,1154,1222,1130,998
AT1G07840,1608,2548,1711,1541,1518,1383
AT1G07850,3,0,2,6,2,4
AT1G07860,2,7,2,6,4,2
AT1G07870,520,997,517,1725,2953,1804
AT1G07880,512,590,467,461,423,391
AT1G07885,42,34,56,24,27,48
AT1G07890,45638,83781,57652,65497,94050,81547
AT1G07900,91,216,111,1824,6491,3496
AT1G07901,75,119,50,150,131,112
AT1G07910,1225,1779,1091,1633,1971,1747
AT1G07920,28507,47234,25475,28142,39123,28318
AT1G07930,31425,57149,29890,29112,41289,30668
AT1G07940,15513,23694,14853,14992,19512,16013
AT1G07950,876,1218,810,1272,1167,1020
AT1G07960,1472,2084,1450,2349,2218,2174
AT1G07970,826,1284,816,926,866,792
AT1G07980,813,1443,744,1493,1674,1087
AT1G07985,46,74,19,1758,1967,1038
AT1G07990,2064,3474,1940,4285,4782,3285
AT1G08000,503,792,485,602,806,629
AT1G08005,11,18,1,25,19,5
AT1G08010,903,1418,886,1248,1309,1203
AT1G08030,1055,1713,1011,1768,1791,1571
AT1G08032,0,0,0,0,0,1
AT1G08035,13,13,8,21,6,2
AT1G08040,843,1147,700,2284,2400,2152
AT1G08050,405,1046,713,899,1289,791
AT1G08060,1086,1545,995,1979,1838,1563
AT1G08065,0,0,1,0,0,0
AT1G08070,135,212,130,218,154,92
AT1G08080,29,6,17,54,43,42
AT1G08090,264,434,263,199,110,160
AT1G08100,0,0,0,1,0,0
AT1G08110,3471,6481,2966,6507,7538,4701
AT1G08115,30,38,23,74,41,18
AT1G08120,12,4,12,12,9,11
AT1G08125,961,1717,997,1465,1463,1220
AT1G08130,2008,3025,2244,1900,2068,2297
AT1G08135,0,0,0,0,0,0
AT1G08140,0,0,0,0,0,2
AT1G08150,0,0,0,0,0,0
AT1G08160,413,463,314,375,460,458
AT1G08165,46,50,4,29,15,18
AT1G08170,0,0,0,2,0,0
AT1G08180,291,297,226,336,283,239
AT1G08190,4343,6622,3803,9556,13049,9869
AT1G08200,9247,16648,7673,19251,28389,18964
AT1G08210,812,1433,786,1504,1329,980
AT1G08220,708,997,750,601,554,508
AT1G08230,1396,2785,954,4476,5194,4197
AT1G08240,0,0,0,0,0,0
AT1G08250,645,909,571,1188,1663,1594
AT1G08260,1471,1737,1607,1809,1152,1653
AT1G08270,291,332,280,322,285,268
AT1G08280,711,1079,660,783,969,915
AT1G08290,218,276,211,338,344,490
AT1G08300,634,1349,625,724,828,601
AT1G08310,97,90,54,101,101,78
AT1G08315,473,1148,564,1087,1474,987
AT1G08320,328,291,295,561,397,439
AT1G08340,139,205,219,277,208,266
AT1G08350,545,745,565,738,661,593
AT1G08360,16710,26970,16191,17044,17613,14665
AT1G08370,1842,3352,1758,3389,3903,3083
AT1G08380,30392,45798,15747,48667,51583,25999
AT1G08390,194,233,159,257,202,204
AT1G08400,378,594,451,639,567,585
AT1G08410,1652,2471,1593,1183,1379,1028
AT1G08420,3254,5160,2884,5270,5388,4247
AT1G08430,504,613,450,1157,1197,1073
AT1G08440,0,2,2,28,47,38
AT1G08450,2620,4364,3305,5371,5134,4089
AT1G08460,600,931,559,1250,1274,1006
AT1G08465,632,1037,531,1207,1240,886
AT1G08470,811,1740,773,1605,2111,1311
AT1G08480,3332,5137,2865,5698,6237,4678
AT1G08490,2982,4788,2500,4160,4182,3160
AT1G08500,175,249,135,665,787,571
AT1G08510,5106,11030,4231,13104,19766,10137
AT1G08520,9585,13562,5630,13862,12683,7772
AT1G08530,766,1101,695,1054,1155,911
AT1G08540,5727,7663,3429,6888,6490,4045
AT1G08550,3663,4172,1801,5167,3073,2550
AT1G08560,1306,1449,991,1353,1343,1170
AT1G08570,3245,6133,1642,5720,11005,4414
AT1G08580,3007,3522,2766,1846,1576,1813
AT1G08590,454,615,540,764,633,591
AT1G08592,427,563,487,715,599,542
AT1G08600,1816,2857,1685,2923,3084,2520
AT1G08610,950,1499,801,643,583,625
AT1G08620,1593,2396,1438,3148,3156,2809
AT1G08630,148,526,279,1803,1967,1453
AT1G08640,5639,7896,5076,6600,7140,6255
AT1G08650,583,736,693,789,1748,1947
AT1G08660,1679,2156,1526,2689,2164,1944
AT1G08670,55,64,58,50,64,64
AT1G08680,1818,2963,1594,4188,3301,2795
AT1G08695,0,0,0,0,0,0
AT1G08700,1173,2043,1257,1985,2024,1649
AT1G08710,587,1082,638,1071,938,757
AT1G08720,1228,2184,974,2806,2244,1503
AT1G08730,44,48,30,87,41,45
AT1G08750,576,992,623,1039,883,807
AT1G08760,846,1341,764,1717,1971,1558
AT1G08770,610,1061,447,1296,1313,860
AT1G08780,943,1222,970,1302,1139,1056
AT1G08790,0,0,0,0,0,0
AT1G08800,1584,2959,1420,2388,2012,1477
AT1G08810,675,1372,427,397,344,252
AT1G08820,1465,2882,1707,4019,4128,3248
AT1G08830,1843,3518,2578,2782,2782,2992
AT1G08840,1035,1437,1084,1288,825,1105
AT1G08845,430,787,431,427,391,328
AT1G08860,2,12,17,13,20,10
AT1G08870,0,0,0,0,0,0
AT1G08880,3840,5137,3867,6023,6325,5267
AT1G08890,359,425,312,2584,2301,2533
AT1G08900,830,1514,486,1579,860,407
AT1G08910,1446,2303,1537,2300,1600,1645
AT1G08920,1003,1874,768,7827,7129,5889
AT1G08930,13885,40905,14106,18980,7111,2884
AT1G08940,778,1526,1005,1167,1238,997
AT1G08950,0,0,0,0,0,0
AT1G08960,710,968,691,828,886,912
AT1G08970,2000,2828,1632,3245,3820,2902
AT1G08980,2985,4432,1553,7502,3627,2092
AT1G08985,0,0,0,2,0,4
AT1G08990,113,111,143,416,268,286
AT1G09000,202,271,205,254,244,245
AT1G09010,2809,4294,2068,6463,5206,3640
AT1G09020,2218,3617,2048,3309,4088,3337
AT1G09026,0,0,0,0,0,0
AT1G09030,0,0,0,2,0,0
AT1G09040,343,589,302,471,473,388
AT1G09050,304,452,233,460,605,433
AT1G09060,2366,4388,2081,4518,3745,2533
AT1G09070,11971,32211,9153,18588,29330,11283
AT1G09080,117,197,146,34,95,59
AT1G09090,97,123,131,93,44,53
AT1G09100,1606,2758,1957,3029,3087,3093
AT1G09110,0,0,0,0,0,0
AT1G09130,8485,14586,6515,14013,17128,10909
AT1G09140,4103,8841,4012,9412,13013,8587
AT1G09150,2071,2842,1883,2728,2400,2230
AT1G09155,22,34,20,111,76,81
AT1G09157,2,6,0,2,0,0
AT1G09160,2009,3296,1949,2405,2491,1951
AT1G09170,97,168,120,702,475,447
AT1G09176,0,6,2,67,56,45
AT1G09180,27,74,43,119,357,224
AT1G09190,310,412,340,320,306,271
AT1G09195,399,609,367,913,700,555
AT1G09200,3444,3879,3369,3785,3611,3494
AT1G09210,8642,13499,9523,8818,13342,10791
AT1G09220,136,234,139,143,162,129
AT1G09230,880,1193,916,1275,1144,1307
AT1G09240,139,211,212,165,196,396
AT1G09245,0,0,0,0,0,0
AT1G09250,761,1238,834,763,1456,832
AT1G09260,2,3,2,7,5,3
AT1G09270,2866,4780,2796,5140,6103,4753
AT1G09280,936,1680,1004,1622,1273,1036
AT1G09290,747,1256,726,982,867,712
AT1G09300,1004,1618,1031,1375,1285,1098
AT1G09310,31479,83654,25877,147014,224505,97555
AT1G09320,512,814,472,689,452,490
AT1G09330,1826,3355,1747,2946,3539,2673
AT1G09340,30022,63003,16387,35410,52053,18471
AT1G09350,5,7,8,10,16,13
AT1G09360,0,0,0,0,0,0
AT1G09370,0,0,0,0,0,4
AT1G09380,20,28,10,34,37,30
AT1G09390,348,507,283,516,283,202
AT1G09400,23,35,23,71,27,24
AT1G09410,91,160,82,80,106,103
AT1G09415,735,865,461,1410,856,673
AT1G09420,1167,1289,1104,2136,1408,1636
AT1G09421,557,553,488,913,636,724
AT1G09430,3521,6433,3554,8672,7659,6141
AT1G09440,475,1052,360,821,724,546
AT1G09450,233,181,206,199,149,195
AT1G09460,553,600,589,478,297,338
AT1G09470,327,298,355,351,300,360
AT1G09480,214,331,185,309,275,198
AT1G09483,2,12,2,0,4,1
AT1G09490,1772,3259,1485,6776,9999,7403
AT1G09500,896,2840,1167,26596,35341,33987
AT1G09510,0,6,0,25,52,31
AT1G09520,732,1529,865,1317,2209,1451
AT1G09530,2568,4182,2290,6568,13963,9855
AT1G09540,43,50,45,28,48,40
AT1G09550,5,1,1,4,6,1
AT1G09560,6196,11688,6909,10224,12833,9622
AT1G09570,3402,5053,2928,7924,5639,4382
AT1G09575,171,271,140,187,164,114
AT1G09580,480,721,450,776,762,658
AT1G09590,12305,18313,11321,10164,11854,10055
AT1G09600,101,73,55,82,111,110
AT1G09610,66,82,66,65,79,88
AT1G09620,8565,12753,7958,9307,8883,7866
AT1G09625,0,0,2,0,0,0
AT1G09630,958,1452,760,1004,1099,913
AT1G09640,15699,28358,16292,16832,20391,16173
AT1G09645,1024,1785,922,1819,1719,1259
AT1G09650,19,32,26,45,32,30
AT1G09660,2607,4082,2491,2456,2811,2299
AT1G09665,0,0,0,0,2,0
AT1G09680,173,231,170,193,172,149
AT1G09690,17277,25633,15728,17750,19993,16120
AT1G09700,575,1005,617,763,723,588
AT1G09710,491,902,374,751,811,563
AT1G09720,0,0,1,1,1,0
AT1G09730,1781,2928,1786,3315,3041,2484
AT1G09740,1203,1475,990,2012,1709,1269
AT1G09750,3431,3396,2156,5049,3011,2939
AT1G09760,2838,4031,2558,3096,3222,2870
AT1G09770,5055,8026,4684,9631,8310,6547
AT1G09780,13724,20351,12677,11453,12438,11772
AT1G09790,0,0,0,0,0,2
AT1G09794,238,360,218,467,328,284
AT1G09795,4430,6268,3302,7470,6870,5802
AT1G09800,366,613,352,322,284,334
AT1G09810,1145,2243,1270,998,980,977
AT1G09812,95,116,85,60,76,94
AT1G09815,1093,1803,1016,1513,1561,1228
AT1G09820,286,427,230,359,360,321
AT1G09830,2556,4546,2460,1936,2867,2091
AT1G09840,2171,3023,2006,3648,4277,3694
AT1G09850,1557,2523,1385,3281,4002,3258
AT1G09860,64,75,63,177,125,117
AT1G09870,1161,1843,1174,2489,2697,2467
AT1G09880,42,30,47,49,45,47
AT1G09890,134,158,207,149,151,228
AT1G09900,1746,2481,1323,1625,1314,1282
AT1G09910,827,1189,718,1660,1514,1197
AT1G09920,1536,2336,1265,3312,3338,2488
AT1G09930,8,12,5,4,0,4
AT1G09932,305,571,742,506,414,396
AT1G09935,0,0,0,0,0,0
AT1G09940,1187,2711,1425,2224,1762,1336
AT1G09950,81,69,47,151,238,121
AT1G09960,325,470,339,779,891,873
AT1G09970,19853,47208,26806,38069,45109,34513
AT1G09980,1851,3110,1783,3418,3426,3158
AT1G09995,331,474,306,631,586,534
AT1G10000,25,46,39,41,34,32
AT1G10010,0,0,0,4,0,0
AT1G10020,1132,2047,964,2712,3244,2001
AT1G10030,825,1020,718,829,873,787
AT1G10040,208,259,197,204,219,208
AT1G10050,547,1118,652,1117,1387,793
AT1G10060,851,1480,537,1085,2214,1639
AT1G10070,216,288,215,409,326,269
AT1G10090,1130,1682,1003,3089,3405,2779
AT1G10095,213,354,190,449,462,322
AT1G10100,1,3,1,0,2,0
AT1G10110,46,57,58,47,46,61
AT1G10120,1010,1425,958,1804,1586,1309
AT1G10130,2355,3780,2569,3657,3527,3442
AT1G10140,503,1090,712,1953,1011,607
AT1G10150,906,2120,871,2060,1857,1074
AT1G10155,12,10,21,8,5,12
AT1G10170,3964,8599,3921,7219,6678,4194
AT1G10180,1157,1696,980,1623,1586,1337
AT1G10190,0,0,0,0,0,0
AT1G10200,3065,3395,2693,6051,3949,4151
AT1G10210,334,508,275,715,479,328
AT1G10220,27,53,63,80,115,86
AT1G10230,814,1366,842,827,1515,993
AT1G10240,634,1029,524,833,917,712
AT1G10250,0,0,0,0,0,0
AT1G10270,1224,2185,1210,950,1071,1127
AT1G10280,291,444,324,578,813,787
AT1G10290,4366,7368,4360,7883,8498,6994
AT1G10300,134,106,187,115,55,160
AT1G10310,1220,1768,868,1588,1667,1357
AT1G10320,874,1215,901,1413,1078,1231
AT1G10330,124,132,85,152,115,125
AT1G10340,206,1018,600,237,359,185
AT1G10350,601,948,524,1188,1254,965
AT1G10360,1211,1817,615,1999,2163,1240
AT1G10370,2445,6057,2865,13511,26158,13975
AT1G10380,646,729,418,827,1018,815
AT1G10385,2,9,12,2,6,4
AT1G10390,4697,8289,4533,7497,7752,6687
AT1G10400,137,120,130,20,10,14
AT1G10410,2694,4532,3670,5994,6796,7769
AT1G10417,71,87,82,63,50,60
AT1G10430,1395,2447,1298,2101,2556,1747
AT1G10440,0,0,0,0,0,0
AT1G10450,2096,3218,2028,2999,2434,2401
AT1G10455,4,2,0,0,0,0
AT1G10460,40,40,33,22,29,29
AT1G10470,1841,2642,1949,2496,1932,1617
AT1G10480,58,43,77,251,114,124
AT1G10490,4551,7468,4401,4640,4822,4024
AT1G10500,3549,6699,2898,7625,9041,6422
AT1G10510,3333,5097,2655,3916,3951,3105
AT1G10520,138,235,204,151,157,178
AT1G10522,3210,3804,2154,2766,2386,1976
AT1G10530,119,111,106,207,186,245
AT1G10540,28,76,40,94,89,143
AT1G10550,167,459,233,176,167,95
AT1G10560,69,109,59,282,576,307
AT1G10570,1165,1564,1179,2166,1683,1590
AT1G10580,2475,4605,2611,3311,4830,4004
AT1G10585,2532,4260,2045,6503,15756,9366
AT1G10586,15,1,2,19,33,19
AT1G10588,2,0,0,0,0,4
AT1G10590,4747,7455,4477,7707,7773,5888
AT1G10600,1203,1823,1042,2293,1771,1489
AT1G10610,221,373,216,540,321,311
AT1G10620,1,2,1,2,0,2
AT1G10630,3317,6050,3329,6307,8280,6127
AT1G10640,214,225,138,546,992,546
AT1G10650,1348,2658,1314,1747,3390,2393
AT1G10652,0,0,0,0,0,0
AT1G10657,229,352,197,231,213,155
AT1G10660,1622,2487,1386,3196,2507,2173
AT1G10670,8228,15717,7814,18829,22905,15897
AT1G10680,0,2,2,1,4,0
AT1G10682,692,437,791,1315,579,1200
AT1G10690,110,165,93,177,107,115
AT1G10700,1248,2231,1315,2227,1880,1661
AT1G10710,8,14,8,0,2,20
AT1G10717,0,0,0,0,1,0
AT1G10720,915,1909,1025,2309,2439,1686
AT1G10730,444,612,412,858,846,627
AT1G10740,1869,3988,1478,4784,9427,3813
AT1G10745,0,0,0,0,0,0
AT1G10747,1,0,2,1,3,0
AT1G10750,188,202,204,177,168,166
AT1G10760,6274,6418,4570,14492,11285,12022
AT1G10770,24,23,14,46,16,9
AT1G10780,434,418,420,296,311,327
AT1G10790,42,38,35,46,64,34
AT1G10800,22,24,30,30,28,49
AT1G10810,61,84,70,73,64,57
AT1G10820,1275,1802,1079,1827,1877,1523
AT1G10830,1644,2401,1155,2079,2286,1584
AT1G10840,6650,11782,6554,7626,8162,6396
AT1G10850,1145,1418,1105,1222,1565,1339
AT1G10865,1005,1502,824,2185,1648,1238
AT1G10870,1026,1716,1182,1804,1832,1744
AT1G10880,1,0,2,0,1,2
AT1G10890,3007,4522,3156,6801,5202,4349
AT1G10900,2297,3532,2208,3024,3311,3022
AT1G10910,2597,3897,1684,3608,2816,1912
AT1G10920,369,752,358,975,643,586
AT1G10930,1760,1501,1294,1466,958,1264
AT1G10940,3094,4767,2698,5599,5677,4503
AT1G10950,5599,9116,5523,9421,10273,8676
AT1G10960,26775,53496,19145,30876,52901,26667
AT1G10970,187,256,229,296,339,310
AT1G10980,10,8,12,4,28,14
AT1G10990,507,870,507,460,333,226
AT1G11000,456,1004,617,551,480,344
AT1G11010,0,0,0,0,0,0
AT1G11020,628,1302,630,1268,1323,1016
AT1G11030,0,0,0,0,0,0
AT1G11040,0,0,0,0,0,2
AT1G11050,1729,4573,1751,1133,2511,1246
AT1G11060,902,1631,1054,1564,1500,1305
AT1G11070,12,4,2,39,22,26
AT1G11080,66,40,74,149,54,157
AT1G11090,448,779,412,770,1066,771
AT1G11100,222,346,197,205,423,220
AT1G11110,4,0,0,4,0,2
AT1G11112,24,41,32,17,22,30
AT1G11120,135,111,147,78,89,90
AT1G11125,46,71,53,80,62,66
AT1G11130,1290,1485,1301,1075,1170,1283
AT1G11145,0,0,0,0,0,0
AT1G11160,204,301,271,223,174,229
AT1G11170,419,521,391,1112,1696,1826
AT1G11175,272,546,211,1040,1022,596
AT1G11180,510,795,362,991,685,418
AT1G11185,62,102,174,42,23,84
AT1G11190,79,184,180,1285,887,1073
AT1G11200,770,1266,792,1073,1249,905
AT1G11210,579,379,471,1034,1249,1538
AT1G11220,89,149,85,99,123,135
AT1G11230,0,0,0,0,8,2
AT1G11240,2014,2934,1953,2191,1801,1777
AT1G11250,8,8,2,4,3,8
AT1G11260,2519,6966,2219,6694,2515,1289
AT1G11270,296,555,308,585,549,474
AT1G11280,1555,2316,1541,1799,2112,1771
AT1G11290,342,620,263,427,369,237
AT1G11300,535,1221,569,1046,1174,615
AT1G11310,6202,13493,7636,13201,7675,7067
AT1G11320,285,505,296,395,306,296
AT1G11330,2122,4563,3506,3247,3072,2670
AT1G11340,253,650,216,104,143,76
AT1G11350,1678,4322,1321,2579,1718,778
AT1G11360,903,1405,892,1753,1565,1312
AT1G11362,6,8,12,38,8,24
AT1G11370,2,2,2,0,0,0
AT1G11380,585,923,478,1402,943,624
AT1G11390,1222,1835,1316,1639,1835,1774
AT1G11400,1118,1756,1021,2183,2107,1563
AT1G11410,785,2115,553,1087,2492,1159
AT1G11420,207,230,202,240,181,212
AT1G11430,6083,8444,4644,6273,6384,4676
AT1G11440,401,584,417,803,825,643
AT1G11450,386,355,337,287,234,288
AT1G11460,11,8,4,2,10,11
AT1G11470,0,2,0,0,2,0
AT1G11475,2108,3012,2332,1829,1916,1724
AT1G11480,2952,4724,2503,5690,6123,4467
AT1G11490,10,24,11,16,4,5
AT1G11500,20,20,19,22,21,18
AT1G11510,2,0,0,0,2,0
AT1G11520,0,0,0,0,0,0
AT1G11530,944,1538,679,2125,1203,724
AT1G11540,80,162,111,36,24,40
AT1G11545,1015,1810,1058,662,711,596
AT1G11550,0,0,0,0,0,0
AT1G11560,4,4,2,4,0,9
AT1G11570,80,81,69,75,49,70
AT1G11572,4,7,6,2,4,2
AT1G11580,6027,6742,8704,5490,3348,5406
AT1G11590,0,0,4,0,4,0
AT1G11592,481,722,497,697,804,566
AT1G11593,0,0,0,0,0,0
AT1G11600,226,247,278,444,771,783
AT1G11608,0,0,0,1,2,0
AT1G11610,2,8,4,3,2,0
AT1G11620,0,0,0,0,0,0
AT1G11630,586,939,609,804,717,654
AT1G11640,0,0,0,2,1,1
AT1G11650,12906,23096,10881,17657,19581,13673
AT1G11655,14,22,10,26,9,13
AT1G11660,2188,3459,2172,3805,3380,3089
AT1G11670,1006,1467,998,640,573,488
AT1G11680,4591,7220,4721,7286,6454,5537
AT1G11684,0,0,2,0,0,0
AT1G11690,3,2,0,0,4,2
AT1G11700,850,1231,665,1352,2064,1519
AT1G11710,240,402,261,264,278,218
AT1G11720,1655,2729,1467,2874,3356,2276
AT1G11730,96,117,81,105,92,99
AT1G11735,9,13,12,11,5,11
AT1G11740,59,50,32,25,11,33
AT1G11750,6290,9263,4379,8458,9179,5663
AT1G11755,722,1105,702,1094,805,849
AT1G11760,374,503,286,465,461,356
AT1G11765,0,0,0,0,0,0
AT1G11770,9,8,9,7,5,4
AT1G11780,958,1642,989,930,1096,1035
AT1G11785,15,23,17,96,104,59
AT1G11790,1654,2642,1566,3085,3432,3127
AT1G11800,488,672,361,506,664,501
AT1G11810,40,46,23,24,15,23
AT1G11820,3097,4609,2545,2692,2618,2256
AT1G11840,13918,24609,12789,30559,38915,28483
AT1G11850,780,1064,599,710,696,650
AT1G11860,37513,67662,22431,43293,58912,25583
AT1G11870,1879,2249,1372,2313,2329,1617
AT1G11880,229,402,218,405,477,418
AT1G11890,2118,3681,1994,3926,4220,3101
AT1G11900,163,189,141,281,236,167
AT1G11905,593,1066,693,1096,1245,978
AT1G11910,16308,26358,12794,40179,42922,34844
AT1G11915,30,52,40,34,42,45
AT1G11920,27,51,28,11,11,7
AT1G11925,4,2,8,0,0,0
AT1G11930,1920,2450,1473,3814,3155,2220
AT1G11940,383,577,370,768,846,813
AT1G11950,584,855,539,769,686,539
AT1G11960,691,1039,631,1667,1243,1080
AT1G11970,2,0,0,0,0,0
AT1G11980,0,0,0,0,0,1
AT1G11990,35,75,12,75,82,11
AT1G12000,5839,9781,6979,6230,7830,6623
AT1G12010,146,156,224,170,116,143
AT1G12013,14,14,6,5,16,3
AT1G12015,1,4,0,2,0,1
AT1G12020,845,1208,595,631,460,370
AT1G12030,2267,2626,1034,2001,4091,1731
AT1G12040,381,511,469,384,253,402
AT1G12050,2545,4014,2026,5088,4724,4094
