gene,root_control_1,root_control_2,root_control_3,root_ACC_1,root_ACC_2,root_ACC_3
AT1G06750,223,193,239,188,184,199
AT1G06760,19407,16762,22227,18290,13714,18550
AT1G06770,920,833,1026,957,832,1128
AT1G06780,2998,2631,3989,3113,2296,3936
AT1G06790,2247,2300,2662,2094,2104,2083
AT1G06800,1959,1817,2457,2037,1660,2210
AT1G06810,10,10,5,4,2,0
AT1G06820,1780,1645,2195,1852,1418,1902
AT1G06830,97,62,215,89,60,89
AT1G06840,6488,5260,7416,9407,5233,9986
AT1G06850,1592,1581,2289,1707,1451,1976
AT1G06860,2,2,2,1,2,2
AT1G06870,2469,2811,4027,2591,2531,2796
AT1G06880,0,0,2,0,0,2
AT1G06890,7706,7324,8769,7741,6069,7604
AT1G06900,8272,7453,8494,7669,6261,8494
AT1G06910,571,551,729,591,488,606
AT1G06920,2,4,4,8,8,14
AT1G06923,179,158,339,360,257,438
AT1G06925,2,2,2,3,10,6
AT1G06930,385,456,607,334,326,405
AT1G06950,6772,6178,8376,6899,5179,7209
AT1G06960,1420,1150,1313,1209,1027,1163
AT1G06970,10,15,10,13,9,22
AT1G06980,63,91,50,47,46,27
AT1G06990,4,8,4,10,2,2
AT1G07000,1329,1339,1977,1979,1266,1897
AT1G07010,434,399,474,355,363,534
AT1G07020,1894,1869,2626,2036,1599,2043
AT1G07025,0,0,2,0,0,0
AT1G07030,2794,2635,3650,2830,2636,3306
AT1G07040,2201,2178,2819,2701,2169,2505
AT1G07050,26,4,12,4,2,14
AT1G07051,0,0,0,0,0,4
AT1G07060,33,25,33,23,18,20
AT1G07070,3489,3281,3610,2997,2651,3046
AT1G07080,4533,3831,4656,4555,3599,3913
AT1G07090,1897,1531,2251,2014,1417,1663
AT1G07100,0,0,0,0,0,0
AT1G07110,3027,2367,3158,2876,1783,2615
AT1G07119,309,280,443,325,326,359
AT1G07120,300,264,409,296,315,338
AT1G07128,1373,966,1595,1404,1049,1559
AT1G07130,1460,1028,1669,1489,1116,1648
AT1G07135,568,414,1025,867,502,1058
AT1G07140,19415,18938,22599,20473,16261,19322
AT1G07150,319,258,527,412,289,474
AT1G07160,87,101,156,101,59,114
AT1G07170,2199,2436,2189,2161,2545,2125
AT1G07175,143,95,131,84,105,79
AT1G07180,59,49,50,50,54,73
AT1G07190,0,3,0,0,0,0
AT1G07200,2877,2014,3370,3162,1723,2824
AT1G07210,5709,6096,6515,5436,5121,5516
AT1G07220,1701,1517,2100,1690,1473,1760
AT1G07230,3098,2561,3574,3503,2106,3049
AT1G07240,3098,2591,3879,4188,2625,3916
AT1G07250,2081,1817,2850,2139,1858,2480
AT1G07260,2205,1811,2468,3463,2236,3135
AT1G07270,210,204,267,180,166,192
AT1G07280,414,398,559,448,474,623
AT1G07290,555,589,664,505,516,724
AT1G07300,481,308,441,401,278,456
AT1G07310,2190,1902,3008,2658,1759,2555
AT1G07320,1767,1503,1678,1592,1369,1509
AT1G07330,1,9,6,5,8,12
AT1G07340,0,0,1,0,0,0
AT1G07350,5961,6670,6574,5099,5450,7438
AT1G07360,4757,3732,5542,4361,3315,4617
AT1G07370,3465,3611,4033,2732,2757,2577
AT1G07380,1980,1613,2451,2141,1561,2253
AT1G07390,327,236,301,255,252,278
AT1G07400,468,686,595,436,1122,587
AT1G07410,772,937,1145,887,623,943
AT1G07420,3514,3413,4513,3022,2826,3695
AT1G07430,39,34,52,29,36,32
AT1G07440,26,40,60,67,76,125
AT1G07450,0,0,0,0,1,0
AT1G07460,5,10,12,6,3,2
AT1G07470,2263,2021,2976,2338,1764,2480
AT1G07473,17,21,33,14,19,19
AT1G07476,31,11,19,8,28,24
AT1G07480,1852,1500,2307,1685,1386,1803
AT1G07485,93,44,112,59,66,88
AT1G07490,93,43,112,57,66,87
AT1G07500,251,173,237,177,219,243
AT1G07510,3904,3473,4997,3989,3010,4282
AT1G07520,1998,2034,2410,2161,1476,2050
AT1G07530,3307,2696,3684,3796,2203,3213
AT1G07540,3,0,0,2,0,0
AT1G07550,130,116,65,226,70,57
AT1G07560,1541,1269,1290,2051,748,1261
AT1G07570,930,897,1001,953,787,994
AT1G07580,0,0,0,0,1,0
AT1G07590,212411,150958,147074,244735,144151,122993
AT1G07600,144745,103951,101790,173769,98630,88544
AT1G07610,21808,18126,17817,24902,21477,15690
AT1G07615,1412,1400,1512,1231,1330,1404
AT1G07620,376,485,555,791,458,553
AT1G07630,2832,2532,3455,3592,2126,3001
AT1G07640,2256,1223,3014,2283,1226,2738
AT1G07645,2,4,0,0,0,2
AT1G07650,1731,1526,2171,1744,1727,2041
AT1G07660,2464,2198,2930,2479,2108,2242
AT1G07670,10522,10660,13564,10781,8925,12517
AT1G07680,11,18,50,134,50,111
AT1G07690,7,0,0,10,0,0
AT1G07700,1111,1023,1251,892,1028,924
AT1G07702,165,185,247,202,120,178
AT1G07705,2652,2448,3120,2595,1888,2535
AT1G07710,328,254,490,321,273,429
AT1G07720,299,173,152,293,187,88
AT1G07725,1594,1549,1768,1489,1405,1596
AT1G07728,1597,1552,1770,1492,1406,1596
AT1G07730,573,608,1074,570,491,763
AT1G07740,945,991,1483,933,790,1165
AT1G07745,523,484,568,525,444,597
AT1G07747,0,0,0,0,0,0
AT1G07750,4482,4133,6287,3740,2833,3941
AT1G07760,0,0,0,0,0,0
AT1G07770,29631,25952,24703,24077,25637,23073
AT1G07780,2059,2192,2401,1833,2098,2581
AT1G07790,5400,5230,6277,5065,3474,4356
AT1G07795,49,72,111,95,69,71
AT1G07810,6769,6347,7585,6873,5092,6975
AT1G07820,11049,11437,12963,11527,9239,9784
AT1G07830,3863,3930,3701,3257,3844,3435
AT1G07840,2829,2474,3225,2626,2369,2920
AT1G07850,2,2,11,4,0,9
AT1G07860,10,10,1,8,2,5
AT1G07870,2410,1884,2023,2766,1575,1905
AT1G07880,1549,1251,1551,1604,887,1215
AT1G07885,25,9,20,19,5,15
AT1G07890,67803,63965,84609,59290,55268,57894
AT1G07900,16,33,55,19,21,64
AT1G07901,175,163,215,162,138,203
AT1G07910,2447,2038,2402,2483,1643,2276
AT1G07920,59649,57541,66438,53819,49849,53917
AT1G07930,68633,69335,75805,62574,59681,63266
AT1G07940,31392,29555,36552,29407,26222,29859
AT1G07950,2205,1772,2325,2144,1839,2056
AT1G07960,4462,4512,5495,4570,4212,4643
AT1G07970,2227,2230,2287,1959,1830,2030
AT1G07980,1609,1635,1981,1646,1630,1806
AT1G07985,135,94,174,123,103,139
AT1G07990,4204,4023,5124,4541,3395,4420
AT1G08000,881,820,1113,820,750,1053
AT1G08005,2,3,2,3,0,2
AT1G08010,1736,1794,2649,1647,1634,1870
AT1G08030,2292,1864,2643,2296,1778,2419
AT1G08032,0,0,0,0,2,0
AT1G08035,18,26,36,18,16,20
AT1G08040,2139,1593,2568,1892,1314,2078
AT1G08050,1297,1135,1552,1994,997,1221
AT1G08060,1714,1284,2057,1629,1061,1899
AT1G08065,0,0,0,0,0,0
AT1G08070,135,130,166,161,127,120
AT1G08080,57,37,58,51,21,43
AT1G08090,4187,3353,2873,5260,1437,1838
AT1G08100,4,3,5,4,0,0
AT1G08110,5994,6206,6608,5670,5862,5482
AT1G08115,32,34,42,38,12,32
AT1G08120,20,22,32,19,34,23
AT1G08125,1858,1869,2189,1707,1717,1846
AT1G08130,3755,3584,4776,3510,2702,3785
AT1G08135,2,0,1,0,0,0
AT1G08140,2,0,0,6,0,4
AT1G08150,3,4,4,3,4,1
AT1G08160,2089,1161,2111,1867,988,1501
AT1G08165,39,32,14,57,15,20
AT1G08170,0,1,0,0,0,0
AT1G08180,463,405,517,528,414,654
AT1G08190,9350,7821,12478,10445,6628,10645
AT1G08200,19229,17725,24291,18277,14295,18254
AT1G08210,1871,1715,1802,1805,1776,1944
AT1G08220,1447,1322,1695,1198,1178,1512
AT1G08230,821,778,947,1073,733,899
AT1G08240,0,0,0,0,0,0
AT1G08250,1016,863,1469,985,800,1207
AT1G08260,4852,3937,5528,4312,3024,4936
AT1G08270,918,757,1010,655,781,808
AT1G08280,1547,1629,2289,1524,1415,1866
AT1G08290,1151,1094,2013,1431,910,1777
AT1G08300,536,614,679,546,550,935
AT1G08310,295,267,384,432,196,291
AT1G08315,1098,1076,1497,1335,885,1283
AT1G08320,2723,2315,3149,3732,1681,2242
AT1G08340,498,710,1287,984,690,1238
AT1G08350,2218,2152,2746,2198,1921,2256
AT1G08360,42628,42183,40320,35006,37459,35373
AT1G08370,4256,3588,5480,4224,3338,4566
AT1G08380,224,224,364,250,309,360
AT1G08390,426,362,404,376,379,364
AT1G08400,901,934,1220,1012,765,1124
AT1G08410,3098,2730,3088,2594,2294,2670
AT1G08420,5247,4503,6365,5714,3664,5693
AT1G08430,2668,3009,3301,2840,3036,2992
AT1G08440,28,8,11,6,0,13
AT1G08450,4410,4146,5454,4466,3824,4414
AT1G08460,1941,1722,1993,1943,1734,1988
AT1G08465,2,2,2,2,5,6
AT1G08470,1687,1464,2112,1637,1206,1630
AT1G08480,10458,9511,11702,9481,9471,9998
AT1G08490,2063,1983,2393,2113,1685,2233
AT1G08500,509,461,794,623,381,771
AT1G08510,6926,5832,9288,7180,5444,7903
AT1G08520,1760,1352,1944,1684,1214,1776
AT1G08530,823,828,1071,1078,735,1027
AT1G08540,893,676,1006,868,751,980
AT1G08550,464,368,417,386,365,557
AT1G08560,5916,5762,5354,4952,4433,3621
AT1G08570,2995,2539,3236,3316,2406,3424
AT1G08580,4935,4094,5353,4324,3430,4036
AT1G08590,2675,3001,4531,2509,2125,3710
AT1G08592,2302,2619,3932,2203,1841,3326
AT1G08600,4313,3772,5634,4721,3333,4719
AT1G08610,596,535,599,520,483,616
AT1G08620,4510,3635,5293,4768,3287,5118
AT1G08630,53,109,55,162,100,83
AT1G08640,2539,2332,3255,2525,2211,2882
AT1G08650,4005,2904,4529,3216,2516,3128
AT1G08660,3911,3783,4673,3628,3319,4027
AT1G08670,596,680,1006,619,502,791
AT1G08680,4217,3112,4335,3931,2947,4260
AT1G08695,0,0,0,0,0,0
AT1G08700,3391,3025,4219,3487,2736,3493
AT1G08710,1160,1024,1298,1267,1075,1259
AT1G08720,2463,2068,2802,2660,1783,2512
AT1G08730,208,200,273,149,146,184
AT1G08750,1699,1447,1827,1528,1130,1570
AT1G08760,2438,2296,3120,2681,1877,2900
AT1G08770,1554,1405,1623,1597,1322,1543
AT1G08780,2721,2499,2997,2582,2261,2504
AT1G08790,0,0,5,2,0,0
AT1G08800,4599,4033,6002,6604,3624,6443
AT1G08810,50,63,78,63,24,81
AT1G08820,5258,4441,5854,5316,4267,5278
AT1G08830,6413,5427,13007,6725,5086,12493
AT1G08840,2619,2120,3844,2465,1699,3596
AT1G08845,613,594,675,529,558,701
AT1G08860,14,29,21,20,8,12
AT1G08870,0,0,0,0,0,1
AT1G08880,6956,6548,9300,7759,5395,7320
AT1G08890,932,804,1195,923,633,755
AT1G08900,112,107,143,164,80,93
AT1G08910,2595,2061,3103,2827,1716,2794
AT1G08920,3242,3264,4400,4385,2943,3406
AT1G08930,11511,11045,14040,18315,9861,14889
AT1G08940,2309,2358,3416,3611,2352,3180
AT1G08950,2,1,0,6,0,0
AT1G08960,1220,1161,1820,1147,1001,1413
AT1G08970,4123,3592,4924,3854,3218,4093
AT1G08980,951,803,826,1185,735,766
AT1G08985,2,0,2,12,0,2
AT1G08990,1239,1049,1615,1544,852,1204
AT1G09000,1088,979,1265,1066,848,1068
AT1G09010,4291,3955,4633,4564,3299,4486
AT1G09020,4235,3654,5972,4495,3049,4819
AT1G09026,0,0,0,0,0,0
AT1G09030,2,4,8,4,0,2
AT1G09040,516,427,620,467,375,621
AT1G09050,538,548,620,592,477,579
AT1G09060,2689,2333,3470,2826,2065,3150
AT1G09070,5805,5367,7602,7280,4801,6387
AT1G09080,84,79,108,119,42,133
AT1G09090,1468,1092,2037,2046,1013,2238
AT1G09100,3711,3301,4449,3945,3023,3856
AT1G09110,0,0,0,0,1,0
AT1G09130,3991,3575,4599,4108,2924,3962
AT1G09140,5980,6276,8013,5737,7644,7614
AT1G09150,5162,4461,5496,4882,4135,4975
AT1G09155,150,192,291,189,163,236
AT1G09157,3,11,8,16,4,16
AT1G09160,3242,3321,4251,3062,2782,3428
AT1G09170,481,580,798,802,441,778
AT1G09176,32,19,56,28,23,29
AT1G09180,69,63,72,47,33,32
AT1G09190,385,348,406,335,314,321
AT1G09195,661,652,859,824,493,742
AT1G09200,9190,9791,12263,9317,7964,8624
AT1G09210,26101,27055,32766,23061,24110,22870
AT1G09220,179,169,194,205,166,181
AT1G09230,1378,1214,1401,1228,1055,1420
AT1G09240,8,10,4,4,6,3
AT1G09245,0,0,0,0,0,0
AT1G09250,2113,2060,2535,1961,2126,2320
AT1G09260,3,2,1,1,0,2
AT1G09270,6697,6462,8854,7202,6107,7810
AT1G09280,3012,2752,2772,2657,2711,2985
AT1G09290,1534,1335,1609,1304,1421,1496
AT1G09300,2063,1927,2156,2068,1738,1908
AT1G09310,249,284,241,212,452,214
AT1G09320,850,856,981,800,752,935
AT1G09330,4445,4587,5858,4639,3914,4823
AT1G09340,714,560,657,471,488,813
AT1G09350,17,14,21,16,10,34
AT1G09360,0,0,0,0,0,0
AT1G09370,0,0,4,0,0,4
AT1G09380,93,52,82,81,52,63
AT1G09390,840,701,906,688,565,618
AT1G09400,77,123,119,105,105,109
AT1G09410,200,167,246,173,158,208
AT1G09415,407,358,574,513,358,570
AT1G09420,1694,1563,2140,1631,1443,1981
AT1G09421,820,775,1064,770,767,946
AT1G09430,6324,5794,7633,7351,5522,7045
AT1G09440,302,331,636,402,274,484
AT1G09450,912,955,1006,829,618,764
AT1G09460,3316,2560,3984,2919,1920,3183
AT1G09470,1378,1350,1458,1185,1219,1227
AT1G09480,341,305,401,665,337,398
AT1G09483,3,3,0,1,0,1
AT1G09490,1279,1187,1422,1344,1246,1363
AT1G09500,27,23,41,17,21,30
AT1G09510,4,1,2,3,1,0
AT1G09520,1506,1217,1508,1262,1262,1366
AT1G09530,384,368,375,560,537,519
AT1G09540,342,341,508,331,280,448
AT1G09550,12,9,8,11,1,0
AT1G09560,34429,23513,30514,36956,17507,22828
AT1G09570,11762,11335,13217,12232,9433,11581
AT1G09575,350,392,539,458,349,445
AT1G09580,1611,1680,2168,1377,1395,1740
AT1G09590,31670,31539,32997,28234,27625,26751
AT1G09600,312,264,306,248,200,194
AT1G09610,92,86,118,78,81,113
AT1G09620,13067,11269,14513,12178,9133,12283
AT1G09625,0,2,0,0,0,0
AT1G09630,3218,3270,3718,3343,2540,2851
AT1G09640,33532,31858,34622,29745,27814,30780
AT1G09645,2453,2202,2757,2813,2011,2392
AT1G09650,99,87,77,66,65,64
AT1G09660,4647,4593,5550,3662,4318,4883
AT1G09665,3,0,0,0,0,2
AT1G09680,263,305,319,309,313,290
AT1G09690,43169,45125,44384,39393,41143,36961
AT1G09700,1439,1297,1261,1104,1270,1413
AT1G09710,625,539,594,530,493,564
AT1G09720,6,9,0,2,5,8
AT1G09730,3859,3712,4813,4312,3365,4664
AT1G09740,8483,7217,8365,11046,6813,7631
AT1G09750,469,508,848,221,303,403
AT1G09760,6699,6214,6929,5623,5342,5686
AT1G09770,12333,11102,12758,10780,9725,12352
AT1G09780,32583,32170,43224,34194,25694,33782
AT1G09790,2,2,2,2,0,2
AT1G09794,575,369,601,679,409,555
AT1G09795,1434,1116,1544,1275,1056,1215
AT1G09800,751,649,801,598,606,637
AT1G09810,1328,1296,1608,1480,1292,1631
AT1G09812,131,104,156,117,91,103
AT1G09815,2355,2028,2713,2351,1806,2182
AT1G09820,616,565,665,668,445,647
AT1G09830,2766,2594,3112,2463,2279,2724
AT1G09840,8077,6224,9664,7893,5368,8033
AT1G09850,2526,2403,3632,2720,2030,2486
AT1G09860,134,137,153,117,101,103
AT1G09870,3225,2723,4007,3111,2762,3173
AT1G09880,245,147,350,241,131,272
AT1G09890,158,265,565,232,182,456
AT1G09900,790,818,895,889,724,850
AT1G09910,1964,1573,1965,1840,1535,1953
AT1G09920,2999,2431,3596,3367,2449,3361
AT1G09930,31,19,31,63,10,35
AT1G09932,1661,1298,1894,2243,1314,1686
AT1G09935,0,2,4,2,0,4
AT1G09940,1802,1511,2008,2174,1421,1907
AT1G09950,263,204,248,159,200,210
AT1G09960,1405,972,1668,1384,771,1396
AT1G09970,28562,22203,45720,37768,22986,49198
AT1G09980,3953,3676,5040,4377,2955,4599
AT1G09995,1221,1181,1420,1191,1215,1336
AT1G10000,55,37,71,46,30,75
AT1G10010,2,0,2,0,4,8
AT1G10020,1200,1333,1421,1470,1097,1287
AT1G10030,2880,2965,3693,2801,2718,2856
AT1G10040,826,870,1094,892,635,832
AT1G10050,1954,2248,2216,2313,1576,2126
AT1G10060,29,12,30,45,12,26
AT1G10070,291,351,304,815,294,343
AT1G10090,1839,1250,2556,1869,1175,2229
AT1G10095,385,409,492,429,347,411
AT1G10100,3,0,2,4,0,0
AT1G10110,132,114,211,136,63,131
AT1G10120,2881,3069,4359,2914,2878,4222
AT1G10130,6223,5859,7909,6001,4831,6953
AT1G10140,1888,1250,2832,3619,1471,3168
AT1G10150,888,876,1222,1469,818,1232
AT1G10155,50,33,28,85,24,36
AT1G10170,5125,4547,5382,5105,4264,5362
AT1G10180,3445,2865,3746,3241,2338,3285
AT1G10190,0,0,0,2,0,0
AT1G10200,6589,6070,8883,7359,5512,7266
AT1G10210,883,646,893,982,672,919
AT1G10220,79,59,102,121,71,84
AT1G10230,957,1042,1117,801,1064,1143
AT1G10240,1078,1019,1327,1039,904,1308
AT1G10250,0,1,0,0,0,0
AT1G10270,2037,1859,2667,1866,1444,2115
AT1G10280,795,764,1088,831,588,845
AT1G10290,9621,9393,12305,10153,7762,10264
AT1G10300,1135,1395,1426,906,1197,1402
AT1G10310,977,899,1056,973,879,949
AT1G10320,1664,1538,2060,1754,1110,1865
AT1G10330,240,255,303,230,205,233
AT1G10340,250,174,200,363,79,162
AT1G10350,1352,1225,1852,1614,1236,1700
AT1G10360,140,140,328,107,159,210
AT1G10370,1346,1291,2864,857,1271,1725
AT1G10380,1514,753,1938,1164,627,1509
AT1G10385,22,43,53,44,47,66
AT1G10390,8178,7501,9860,7970,6082,8682
AT1G10400,1552,2073,1898,1524,1422,1272
AT1G10410,8391,6873,10633,9330,6446,8664
AT1G10417,263,256,323,286,208,251
AT1G10430,3310,2986,3827,3317,2847,3386
AT1G10440,0,0,0,0,0,0
AT1G10450,3629,3346,4261,4025,2598,3897
AT1G10455,2,0,13,4,7,0
AT1G10460,171,163,283,204,161,311
AT1G10470,3932,3675,6841,3855,2538,4861
AT1G10480,598,704,1029,970,491,878
AT1G10490,6298,5508,6384,5662,4741,5872
AT1G10500,2776,2251,3111,3147,2278,2727
AT1G10510,1865,1679,2239,1828,1369,1896
AT1G10520,393,348,516,385,329,421
AT1G10522,811,730,803,682,719,640
AT1G10530,357,341,545,220,288,263
AT1G10540,49,17,78,42,30,54
AT1G10550,152,167,234,275,235,276
AT1G10560,507,490,704,474,477,577
AT1G10570,2284,2083,2636,2618,1632,2300
AT1G10580,3627,3335,4750,3940,3038,3982
AT1G10585,8,6,4,58,25,30
AT1G10586,0,0,0,0,0,0
AT1G10588,0,0,0,0,1,0
AT1G10590,10741,10388,11489,10485,9762,10375
AT1G10600,1154,1084,1282,1155,1047,1276
AT1G10610,423,390,386,347,356,415
AT1G10620,2,2,2,3,2,4
AT1G10630,10049,12236,13442,9305,11032,11003
AT1G10640,46,42,49,61,54,22
AT1G10650,2025,1874,2711,2090,1550,2133
AT1G10652,0,0,0,0,0,0
AT1G10657,21,9,10,7,2,12
AT1G10660,2253,1894,2223,1984,1751,2013
AT1G10670,15873,17030,22690,15124,15063,17903
AT1G10680,12,16,36,29,30,27
AT1G10682,10212,4113,11029,10857,4601,9291
AT1G10690,367,230,494,391,273,431
AT1G10700,2423,2184,3135,3210,2224,2949
AT1G10710,18,20,18,26,20,20
AT1G10717,0,0,0,0,0,0
AT1G10720,2573,2330,3347,3086,2374,3131
AT1G10730,1117,978,1372,1178,805,1202
AT1G10740,2188,2012,2894,2796,2149,3536
AT1G10745,0,0,0,0,0,0
AT1G10747,19,10,12,11,6,14
AT1G10750,1053,1142,1357,1025,741,965
AT1G10760,4739,3882,4528,4059,3096,4313
AT1G10770,29,48,42,22,62,46
AT1G10780,1343,1209,1458,962,949,1036
AT1G10790,156,116,139,137,84,117
AT1G10800,63,73,142,69,64,141
AT1G10810,372,342,633,415,338,472
AT1G10820,2060,1740,2550,1993,1399,2059
AT1G10830,761,628,893,683,620,707
AT1G10840,13859,13753,14712,13069,12335,13748
AT1G10850,3066,3017,3690,2492,2529,3031
AT1G10865,2399,2173,2670,2737,2304,2219
AT1G10870,2895,2738,3717,2875,2020,3038
AT1G10880,4,6,6,4,7,4
AT1G10890,4758,4715,5520,5025,3741,5400
AT1G10900,4804,4026,6090,4536,3224,4796
AT1G10910,1538,1519,1595,1459,1412,1720
AT1G10920,121,110,163,114,90,156
AT1G10930,1800,1643,2156,1626,1334,1753
AT1G10940,5204,4962,6897,5943,4388,5632
AT1G10950,14414,12972,17182,13645,10873,14471
AT1G10960,3041,2762,5392,1849,3205,4736
AT1G10970,950,732,1403,956,729,1288
AT1G10980,11,20,11,10,10,10
AT1G10990,1871,1653,1788,2211,1553,1585
AT1G11000,2359,2593,3148,2169,2156,2652
AT1G11010,0,0,0,1,0,0
AT1G11020,1585,1447,1839,1730,1345,1637
AT1G11030,0,0,0,0,0,0
AT1G11040,3,6,8,3,2,12
AT1G11050,1285,1175,1778,1728,1122,1834
AT1G11060,2134,1912,2451,2130,1617,2206
AT1G11070,19,16,62,28,28,46
AT1G11080,193,121,468,253,124,306
AT1G11090,907,734,1126,882,678,812
AT1G11100,1215,1028,1467,1365,832,1315
AT1G11110,0,2,0,0,0,0
AT1G11112,26,8,14,20,10,4
AT1G11120,615,501,583,490,374,412
AT1G11125,363,488,566,415,386,332
AT1G11130,3782,2467,4242,3019,1889,3300
AT1G11145,0,0,0,0,0,2
AT1G11160,816,973,1447,1046,808,1187
AT1G11170,433,503,700,575,387,597
AT1G11175,480,374,439,519,496,464
AT1G11180,283,203,265,325,263,285
AT1G11185,717,398,1487,2508,1390,4328
AT1G11190,419,538,1048,628,342,793
AT1G11200,1895,1656,2144,1963,1358,1930
AT1G11210,422,288,597,585,286,583
AT1G11220,524,581,623,557,398,388
AT1G11230,0,0,0,0,0,3
AT1G11240,4582,4736,5245,4277,4238,4985
AT1G11250,7,8,21,19,14,25
AT1G11260,4056,3838,5157,6744,3120,4021
AT1G11270,740,827,880,772,656,836
AT1G11280,3215,3165,3978,3004,2534,3061
AT1G11290,212,226,291,261,188,222
AT1G11300,916,963,935,1091,712,781
AT1G11310,7469,5653,8992,8976,5465,8432
AT1G11320,443,455,463,451,368,485
AT1G11330,3179,1838,4132,3882,2115,5614
AT1G11340,14,8,2,4,6,8
AT1G11350,327,332,322,436,333,276
AT1G11360,2756,2626,3455,2859,2199,2776
AT1G11362,6,12,20,9,6,14
AT1G11370,2,0,0,4,6,0
AT1G11380,1102,952,1375,1113,849,1321
AT1G11390,2376,2254,3141,2277,2030,2658
AT1G11400,2762,2863,3167,3048,2668,2936
AT1G11410,311,236,302,293,176,269
AT1G11420,1214,1206,1514,1171,1034,1331
AT1G11430,1713,1547,2212,1619,1565,1958
AT1G11440,641,496,936,789,443,677
AT1G11450,2188,1130,1861,2003,970,1319
AT1G11460,159,50,101,73,32,35
AT1G11470,0,0,1,4,2,4
AT1G11475,3164,3162,3680,3016,2853,3279
AT1G11480,8733,8025,9344,8860,7387,8561
AT1G11490,79,76,107,107,73,90
AT1G11500,87,70,115,86,59,94
AT1G11510,0,4,3,0,2,0
AT1G11520,0,1,1,2,2,0
AT1G11530,417,368,316,480,302,306
AT1G11540,956,892,1298,1646,943,1399
AT1G11545,3930,3998,5014,3536,2921,3578
AT1G11550,2,0,0,0,2,1
AT1G11560,17,21,21,16,13,10
AT1G11570,274,155,297,217,120,211
AT1G11572,19,6,14,9,3,8
AT1G11580,103602,77288,106768,100799,63894,103819
AT1G11590,0,7,4,2,4,8
AT1G11592,1369,1428,1831,1375,1357,1571
AT1G11593,0,0,0,0,0,0
AT1G11600,193,81,76,137,66,36
AT1G11608,4,0,3,0,0,0
AT1G11610,0,1,1,0,0,3
AT1G11620,2,0,12,4,0,0
AT1G11630,812,1011,1115,917,859,976
AT1G11640,0,0,2,1,0,0
AT1G11650,14873,13487,18238,15880,12305,16017
AT1G11655,59,114,169,197,109,130
AT1G11660,4754,4318,5821,4666,4065,5099
AT1G11670,5750,5915,8305,5966,5148,6859
AT1G11680,27379,25897,25418,22467,19154,23149
AT1G11684,3,2,1,0,0,0
AT1G11690,1,2,7,2,0,2
AT1G11700,809,551,1051,711,425,655
AT1G11710,602,615,707,498,486,530
AT1G11720,1167,1164,1185,1020,1019,944
AT1G11730,237,227,287,207,210,155
AT1G11735,16,24,23,26,8,16
AT1G11740,105,111,239,132,120,162
AT1G11750,2954,2435,3008,2673,2029,2696
AT1G11755,970,865,1178,1090,784,1005
AT1G11760,758,747,793,744,667,712
AT1G11765,0,0,0,0,0,0
AT1G11770,5,12,21,5,9,13
AT1G11780,1598,1692,1941,1577,1500,1768
AT1G11785,10,17,31,22,26,26
AT1G11790,1962,1698,2651,1604,1566,2141
AT1G11800,638,633,772,686,586,602
AT1G11810,43,29,35,50,30,24
AT1G11820,3727,3286,4138,3033,2780,3490
AT1G11840,50598,45123,52218,56835,42833,39521
AT1G11850,10,2,0,6,0,2
AT1G11860,9735,9051,11323,9276,7423,9144
AT1G11870,1259,1269,1553,1131,969,1332
AT1G11880,652,614,761,629,547,699
AT1G11890,4261,3787,5198,4512,3266,4470
AT1G11900,278,294,296,291,206,297
AT1G11905,1716,1504,2168,1931,1403,1797
AT1G11910,43906,36733,47270,46438,33346,38738
AT1G11915,208,139,196,145,94,136
AT1G11920,102,230,389,490,267,468
AT1G11925,4,0,2,2,2,2
AT1G11930,2353,2488,2848,2705,2355,2634
AT1G11940,956,974,1282,897,897,1067
AT1G11950,909,700,907,845,639,738
AT1G11960,1035,748,1133,955,701,950
AT1G11970,0,2,2,0,2,0
AT1G11980,1,0,0,0,0,0
AT1G11990,5,0,0,4,0,6
AT1G12000,20590,19399,27532,18281,16394,20745
AT1G12010,1801,1073,3710,2107,1057,3942
AT1G12013,50,32,56,52,39,40
AT1G12015,7,7,13,5,4,7
AT1G12020,1071,965,1172,886,804,893
AT1G12030,105,48,82,88,56,112
AT1G12040,2289,2749,6802,6650,2698,6562
AT1G12050,3253,2816,4208,3286,2530,3467
AT1G12060,440,405,587,429,286,420
AT1G12064,29,38,32,12,22,12
AT1G12070,75,118,83,68,83,80
AT1G12080,3714,3468,9237,2926,2577,4752
AT1G12090,12729,11317,18444,10598,9369,14940
AT1G12100,152,153,110,108,159,135
AT1G12110,29840,20134,33386,32194,16118,23126
