"gene","shoot_control_1","shoot_control_2","shoot_control_3","shoot_MeJA_1","shoot_MeJA_2","shoot_MeJA_3"
"AT5G14450",935,1327,713,866,813,758
"AT5G14460",3008,3755,2018,3539,3068,2712
"AT5G14470",91,398,48,162,165,79
"AT5G14480",482,937,530,641,581,639
"AT5G14490",34,13,17,7,12,23
"AT5G14495",0,0,0,0,0,0
"AT5G14500",622,881,465,774,723,678
"AT5G14510",116,135,113,155,142,182
"AT5G14520",6796,10977,7318,8079,8724,10451
"AT5G14530",569,781,517,805,690,627
"AT5G14540",1714,2812,1494,2911,2437,2222
"AT5G14545",267,471,144,291,290,165
"AT5G14550",2104,3068,1900,2384,1897,2055
"AT5G14560",37,42,75,64,45,64
"AT5G14565",1902,3725,1584,3989,3281,2496
"AT5G14570",1828,3669,1554,3846,3241,2456
"AT5G14580",1416,1979,1673,1345,1827,2412
"AT5G14590",3297,5639,3047,4772,5136,4279
"AT5G14600",784,1420,844,749,1248,1178
"AT5G14602",0,0,2,0,2,4
"AT5G14610",1232,1934,1055,907,1069,1205
"AT5G14620",683,998,540,1248,820,846
"AT5G14640",3055,4995,2903,2475,3748,4070
"AT5G14650",259,149,75,175,43,98
"AT5G14660",2610,3536,1647,2511,2757,2158
"AT5G14670",0,4,0,0,1,4
"AT5G14680",908,1385,725,1287,1014,983
"AT5G14690",143,133,158,100,120,204
"AT5G14700",667,1921,1144,1328,4298,3376
"AT5G14710",446,588,383,771,735,759
"AT5G14720",4636,7612,3803,7459,5623,5479
"AT5G14730",1489,3370,1407,1727,3937,3402
"AT5G14740",55367,101503,26379,56141,42960,18906
"AT5G14750",148,177,151,71,116,199
"AT5G14760",2679,7325,2631,2569,5100,3302
"AT5G14770",427,668,458,705,528,664
"AT5G14780",11446,19878,8130,43200,32367,17171
"AT5G14790",825,1500,875,1141,1077,1156
"AT5G14800",6870,12069,7088,10372,11128,11027
"AT5G14820",18,23,22,26,20,35
"AT5G14850",618,910,575,1072,860,832
"AT5G14860",8,12,9,8,4,6
"AT5G14870",19,35,16,36,32,33
"AT5G14880",1039,1744,860,755,1730,1214
"AT5G14890",110,109,115,152,108,119
"AT5G14900",1,7,3,2,0,2
"AT5G14910",8869,12290,5226,9899,8226,6109
"AT5G14920",8730,15777,9455,5073,5692,7677
"AT5G14930",995,1857,1105,1132,886,996
"AT5G14940",148,107,144,234,114,154
"AT5G14950",1965,3535,1933,4028,3136,2666
"AT5G14960",188,130,125,193,162,159
"AT5G14970",4517,8587,3300,6288,7662,4805
"AT5G14980",0,0,2,0,2,4
"AT5G14990",2,0,1,2,1,0
"AT5G14995",0,0,0,0,0,0
"AT5G15000",0,0,0,0,0,0
"AT5G15008",0,2,0,0,0,2
"AT5G15010",203,265,154,267,191,242
"AT5G15020",3013,5192,2780,5916,4761,4046
"AT5G15022",103,158,109,145,126,138
"AT5G15030",412,612,365,553,519,541
"AT5G15040",2,0,0,0,0,0
"AT5G15050",626,1044,642,564,679,594
"AT5G15060",0,0,2,0,0,0
"AT5G15070",341,418,308,325,296,345
"AT5G15080",1147,1732,1189,1933,1749,1872
"AT5G15090",11048,21332,11302,12479,19623,16956
"AT5G15100",2,1,3,2,0,0
"AT5G15110",0,0,0,0,0,0
"AT5G15120",407,1038,880,7823,267,861
"AT5G15130",331,464,507,404,236,486
"AT5G15140",2,2,4,2,0,2
"AT5G15150",256,378,345,258,183,380
"AT5G15160",196,252,94,143,153,86
"AT5G15170",559,829,468,755,700,759
"AT5G15175",0,0,0,0,0,0
"AT5G15180",60,81,85,65,56,109
"AT5G15190",75,107,60,90,62,102
"AT5G15200",32792,49837,32170,34838,42767,47788
"AT5G15210",1509,2871,1409,1896,1700,1400
"AT5G15220",997,1458,917,1133,1156,1277
"AT5G15230",5909,6767,5737,5928,4148,6660
"AT5G15240",230,401,171,266,572,363
"AT5G15250",4,11,10,9,6,9
"AT5G15254",11,8,7,16,7,12
"AT5G15260",686,1298,658,1334,1222,988
"AT5G15265",58,55,84,51,40,107
"AT5G15270",1556,2241,1554,3138,1897,2222
"AT5G15280",751,1003,595,1208,649,711
"AT5G15290",2,2,10,0,12,6
"AT5G15300",146,184,108,177,134,186
"AT5G15310",558,877,340,791,562,318
"AT5G15320",3165,4517,3029,4530,4059,4561
"AT5G15330",389,748,392,556,389,415
"AT5G15340",111,121,98,145,78,103
"AT5G15350",4656,10518,4936,4582,4743,4775
"AT5G15360",21,52,18,69,31,22
"AT5G15380",2,1,2,6,8,4
"AT5G15390",936,1430,658,1014,1004,804
"AT5G15400",3101,5039,3110,4318,4763,4064
"AT5G15410",4225,7158,2734,7166,7617,4654
"AT5G15420",0,0,0,0,0,0
"AT5G15430",0,2,0,0,2,4
"AT5G15440",1044,1631,903,1370,1225,1161
"AT5G15450",4688,8987,3818,4789,6662,4241
"AT5G15460",600,1003,648,855,745,827
"AT5G15470",1405,2175,1490,1892,1969,1807
"AT5G15480",0,0,0,2,0,0
"AT5G15490",2525,5123,3413,3668,4603,4715
"AT5G15500",16,84,62,18,55,47
"AT5G15510",402,481,402,288,314,428
"AT5G15520",1092,1890,1242,1025,1397,1677
"AT5G15530",1251,1628,1120,1052,1094,1403
"AT5G15540",2020,2840,1835,3236,2359,2520
"AT5G15550",3014,5356,3291,3402,4269,4723
"AT5G15560",0,0,0,0,0,0
"AT5G15570",810,1203,688,961,951,919
"AT5G15580",1164,1634,1193,1138,884,1197
"AT5G15581",177,216,183,180,147,188
"AT5G15600",111,223,117,159,204,231
"AT5G15610",3630,5502,3552,4551,4633,5035
"AT5G15620",0,0,0,4,0,1
"AT5G15630",193,255,151,203,238,262
"AT5G15640",1884,3011,1942,2434,2679,2768
"AT5G15650",9965,17606,10973,11775,13676,14516
"AT5G15660",3,7,3,5,6,3
"AT5G15670",0,0,0,0,0,0
"AT5G15680",2151,3433,2163,4040,3057,3041
"AT5G15690",0,0,0,0,2,0
"AT5G15700",1369,2335,1642,2143,2179,2548
"AT5G15710",389,618,357,668,536,469
"AT5G15720",81,53,16,58,54,33
"AT5G15725",6,4,11,2,7,18
"AT5G15730",1459,3016,1522,3284,2240,2179
"AT5G15740",1847,3213,1778,1313,1990,1924
"AT5G15750",2378,3990,2575,2941,3397,3875
"AT5G15760",325,464,226,344,325,351
"AT5G15770",238,294,178,293,182,196
"AT5G15780",1953,2764,1459,1138,1333,954
"AT5G15790",661,886,598,582,533,704
"AT5G15800",30,61,19,41,32,20
"AT5G15802",498,736,374,673,621,532
"AT5G15805",0,0,1,0,1,0
"AT5G15810",2856,4912,3074,3711,3864,4232
"AT5G15815",0,0,0,0,0,0
"AT5G15820",243,357,210,394,371,345
"AT5G15830",296,314,389,259,141,203
"AT5G15833",0,0,0,0,0,2
"AT5G15840",143,221,156,218,132,167
"AT5G15845",2909,6650,1903,3340,7193,3199
"AT5G15850",2879,6609,1872,3312,7177,3171
"AT5G15853",13,15,5,8,4,8
"AT5G15860",1008,1808,879,1450,1844,1337
"AT5G15870",1166,3166,1439,1536,2185,1653
"AT5G15880",902,1372,877,1328,1324,1293
"AT5G15890",120,173,146,103,153,296
"AT5G15900",93,222,68,103,136,80
"AT5G15910",1156,2086,925,970,1516,1296
"AT5G15920",865,1346,771,1100,1129,1124
"AT5G15930",781,1228,529,1167,923,714
"AT5G15940",119,332,152,142,478,235
"AT5G15948",4536,5228,3445,3098,6520,5399
"AT5G15950",4536,5228,3445,3098,6520,5399
"AT5G15960",926,674,491,1821,1056,1036
"AT5G15970",3395,2196,1542,6606,3697,3773
"AT5G15980",1395,1939,1485,1454,1894,2053
"AT5G16000",955,1176,865,820,746,1022
"AT5G16010",3701,7097,3689,4826,5957,4698
"AT5G16020",0,9,2,4,0,4
"AT5G16023",0,2,0,0,0,0
"AT5G16030",2487,2670,1348,1525,888,750
"AT5G16040",1119,1757,1117,1141,1199,1398
"AT5G16050",4677,7804,4409,4946,6411,5835
"AT5G16060",888,1240,863,1437,1086,1308
"AT5G16070",3731,6461,4166,3669,4539,5232
"AT5G16080",44,72,103,65,45,130
"AT5G16090",2,2,0,3,1,3
"AT5G16100",0,0,0,0,0,0
"AT5G16110",4176,7338,3432,7924,5564,4062
"AT5G16120",1205,1744,974,2745,1504,1358
"AT5G16130",15404,22378,15221,15541,18408,22371
"AT5G16140",893,1363,558,917,1045,626
"AT5G16150",4691,7217,3479,7616,6519,4611
"AT5G16160",447,543,303,759,507,482
"AT5G16170",210,468,357,683,453,458
"AT5G16180",1240,2050,964,2293,1308,1157
"AT5G16190",404,638,579,1331,1459,1749
"AT5G16200",248,527,244,170,478,322
"AT5G16210",2271,3687,2389,4003,3837,3764
"AT5G16220",1743,3181,1923,3057,2962,2703
"AT5G16230",227,227,208,184,128,254
"AT5G16235",186,185,170,152,110,212
"AT5G16240",465,1195,425,967,782,535
"AT5G16250",1875,2276,1566,1108,1389,1860
"AT5G16260",1314,2138,1308,1977,1714,1556
"AT5G16270",2488,4036,2264,3573,3325,3113
"AT5G16280",2515,4039,2748,4533,3413,3494
"AT5G16285",0,0,0,0,0,0
"AT5G16286",0,0,0,0,0,0
"AT5G16290",3097,4741,2654,5552,6598,5788
"AT5G16300",2862,4864,3146,4752,4111,4338
"AT5G16310",553,724,392,517,516,531
"AT5G16320",320,533,285,683,550,451
"AT5G16330",2,4,2,0,0,2
"AT5G16340",157,491,141,572,352,374
"AT5G16350",346,902,358,528,545,382
"AT5G16360",244,370,202,389,283,352
"AT5G16370",2160,5398,2084,6117,4968,3449
"AT5G16375",0,0,0,0,0,0
"AT5G16380",329,533,345,928,524,610
"AT5G16390",4033,6563,3060,4168,4540,3932
"AT5G16400",2120,3205,960,2525,2311,1093
"AT5G16410",24,39,26,261,109,146
"AT5G16420",320,417,269,647,379,466
"AT5G16430",0,0,0,0,0,0
"AT5G16440",2399,3975,2427,3654,3463,3229
"AT5G16450",1573,3009,1440,4269,5089,3730
"AT5G16453",8,12,15,30,15,21
"AT5G16460",0,0,0,0,0,0
"AT5G16470",5017,7783,5248,8422,6599,7850
"AT5G16480",652,956,444,952,576,620
"AT5G16486",4,19,13,21,18,22
"AT5G16490",104,122,80,89,55,84
"AT5G16500",0,2,0,0,0,0
"AT5G16510",1646,2470,1719,2406,2170,2324
"AT5G16520",720,1176,655,1118,907,905
"AT5G16530",77,73,79,43,48,41
"AT5G16540",1184,1843,840,1210,1223,1091
"AT5G16550",833,1664,633,1301,1246,957
"AT5G16560",1038,1558,886,3446,1758,1405
"AT5G16567",0,0,0,0,0,0
"AT5G16570",74,128,68,68,77,56
"AT5G16580",0,0,0,0,0,0
"AT5G16590",1523,2373,1267,1571,1459,1354
"AT5G16600",194,141,164,70,77,148
"AT5G16610",1077,1554,919,1341,1143,1310
"AT5G16620",6268,8866,5243,8148,7448,6754
"AT5G16630",673,933,518,1236,1042,941
"AT5G16640",75,138,77,99,103,129
"AT5G16650",1541,2571,1102,2485,1719,1439
"AT5G16660",3786,5623,2939,6473,4644,3360
"AT5G16680",1879,2936,1719,3566,2856,2767
"AT5G16690",346,470,461,471,458,601
"AT5G16700",0,0,0,0,0,0
"AT5G16710",6418,12064,4568,7539,8533,5011
"AT5G16715",5125,7409,3349,5946,4950,4487
"AT5G16720",462,598,376,624,381,517
"AT5G16730",2767,4760,2660,4245,3541,3534
"AT5G16740",0,1,3,0,0,4
"AT5G16750",2241,4154,2795,2979,3339,3673
"AT5G16760",2555,3818,2297,3929,3476,3290
"AT5G16770",140,119,127,139,69,125
"AT5G16780",2465,3788,2417,4301,3480,3164
"AT5G16790",126,177,101,184,101,147
"AT5G16800",993,1742,840,1828,1404,1160
"AT5G16810",835,1177,559,997,907,726
"AT5G16820",655,793,522,830,778,714
"AT5G16830",1595,3050,1548,3115,2617,2281
"AT5G16840",2124,3676,1821,3179,3230,2836
"AT5G16850",96,85,60,95,55,96
"AT5G16860",234,302,238,494,355,455
"AT5G16870",411,530,355,360,379,479
"AT5G16880",3598,6614,3632,7023,5505,4552
"AT5G16890",602,875,556,790,667,803
"AT5G16900",43,80,117,101,55,113
"AT5G16910",2184,3963,2307,5511,3709,3387
"AT5G16920",2,0,6,8,2,8
"AT5G16930",1491,2344,1656,2014,2001,2380
"AT5G16940",344,472,233,364,310,297
"AT5G16950",342,414,342,497,332,462
"AT5G16960",79,119,61,52,61,80
"AT5G16970",17181,33595,14605,18400,27861,22144
"AT5G16980",3671,6695,2301,2224,4848,3413
"AT5G16990",1519,2866,1274,1275,1912,1331
"AT5G17000",4339,11154,4376,3620,9600,7100
"AT5G17010",1915,3415,1608,1755,2126,2118
"AT5G17020",6344,10464,6565,10460,9282,9270
"AT5G17030",49,99,26,14,42,28
"AT5G17040",201,276,233,53,189,368
"AT5G17050",2926,6661,2429,2354,6869,5659
"AT5G17060",751,1216,730,1107,1105,921
"AT5G17070",781,1152,742,1116,897,964
"AT5G17073",0,0,0,0,0,0
"AT5G17080",0,0,0,0,0,0
"AT5G17090",4,0,0,0,2,4
"AT5G17100",0,0,0,0,0,0
"AT5G17110",0,0,0,0,0,0
"AT5G17120",0,0,0,0,0,2
"AT5G17130",0,0,0,0,0,0
"AT5G17140",0,0,0,0,0,0
"AT5G17150",8,27,4,22,21,22
"AT5G17160",766,817,699,478,553,715
"AT5G17165",28,54,33,35,21,12
"AT5G17170",2762,6125,2741,3779,4654,3638
"AT5G17180",0,0,0,0,0,4
"AT5G17190",2175,3072,1887,2619,2818,2855
"AT5G17200",2,0,8,0,0,0
"AT5G17210",338,434,343,268,231,421
"AT5G17220",1321,3973,1091,1592,5313,3908
"AT5G17230",12723,24092,9621,10943,16371,10194
"AT5G17233",0,0,0,0,0,0
"AT5G17240",512,841,503,627,686,752
"AT5G17250",513,582,521,694,589,756
"AT5G17260",68,57,72,68,46,62
"AT5G17262",0,0,0,0,0,0
"AT5G17270",1748,2994,1785,2059,2099,2439
"AT5G17280",1611,3135,1480,3747,3423,2602
"AT5G17290",653,1227,672,1492,1102,870
"AT5G17300",1266,3206,961,946,1783,1127
"AT5G17310",3623,8389,2490,3354,5062,2641
"AT5G17320",0,1,0,0,2,0
"AT5G17330",4266,5795,5784,4409,4296,8592
"AT5G17340",0,0,2,0,0,8
"AT5G17350",571,817,270,134,435,301
"AT5G17360",128,176,96,214,97,143
"AT5G17370",421,644,418,629,683,662
"AT5G17380",12635,29988,11149,50995,58691,29965
"AT5G17390",361,780,473,1214,1413,1378
"AT5G17400",858,1353,568,1383,1110,863
"AT5G17410",908,1266,797,1055,1075,1065
"AT5G17420",446,692,464,605,554,691
"AT5G17430",91,55,45,37,60,87
"AT5G17440",1432,2090,1393,2570,1895,2064
"AT5G17450",639,725,685,1069,787,951
"AT5G17460",433,453,445,473,342,604
"AT5G17470",0,0,0,0,0,2
"AT5G17480",0,0,0,0,0,0
"AT5G17490",137,171,111,631,600,548
"AT5G17500",4,6,0,3,0,4
"AT5G17510",2042,3166,1861,2685,2642,2929
"AT5G17520",811,1421,531,862,1102,688
"AT5G17523",44,69,32,64,50,117
"AT5G17530",2060,3179,1710,2408,2660,2457
"AT5G17540",276,295,202,327,270,296
"AT5G17550",1157,1507,815,1458,1152,1050
"AT5G17560",2746,4467,2407,4197,4187,3485
"AT5G17570",290,333,208,341,303,266
"AT5G17580",228,320,218,305,242,292
"AT5G17590",13,16,21,21,19,23
"AT5G17600",412,703,321,357,607,437
"AT5G17610",861,1404,706,1128,985,1034
"AT5G17620",661,1101,641,744,718,850
"AT5G17630",2047,3028,1766,1881,2303,1915
"AT5G17640",1065,1689,1012,1434,1308,1427
"AT5G17650",568,975,532,1173,1027,1068
"AT5G17660",715,1105,466,752,925,686
"AT5G17670",2077,3712,1164,2079,2362,1679
"AT5G17680",79,109,66,85,72,105
"AT5G17690",1056,1684,954,1381,1264,1294
"AT5G17700",2394,5496,1124,2200,3863,2035
"AT5G17710",5623,8413,4684,7784,7594,6553
"AT5G17720",0,0,0,0,2,0
"AT5G17730",0,0,0,0,0,0
"AT5G17740",0,0,1,0,0,0
"AT5G17750",1,0,0,0,0,0
"AT5G17760",1559,2085,1990,1165,1523,2368
"AT5G17770",7080,12044,8104,10425,11485,12788
"AT5G17780",695,1180,514,418,826,645
"AT5G17790",1451,2822,1371,1801,2310,1716
"AT5G17795",0,0,0,0,0,0
"AT5G17800",174,189,163,107,135,211
"AT5G17810",28,10,11,9,8,26
"AT5G17820",1418,2383,1769,2139,1594,2674
"AT5G17830",29,66,21,62,36,26
"AT5G17840",1282,1933,1174,1707,1571,1499
"AT5G17847",3,9,0,15,1,4
"AT5G17850",318,812,229,568,523,345
"AT5G17860",1437,2697,1637,6122,6151,4227
"AT5G17870",7101,9384,3904,6725,6242,5211
"AT5G17880",1225,2147,1356,1888,1249,1321
"AT5G17890",2749,4833,2844,5429,3742,3586
"AT5G17900",1497,2411,1450,2765,2143,1954
"AT5G17910",1718,2763,1797,3645,3002,2649
"AT5G17920",81578,147434,97218,78665,118571,133433
"AT5G17930",1535,2635,1641,2010,2137,2404
"AT5G17950",0,0,0,0,0,0
"AT5G17960",13,16,17,2,4,20
"AT5G17970",8,8,8,4,7,7
"AT5G17980",436,566,459,506,443,637
"AT5G17990",4298,8407,5002,14591,13711,11330
"AT5G18000",17,6,5,29,6,6
"AT5G18005",0,0,0,0,2,0
"AT5G18010",2,30,12,11,10,8
"AT5G18015",0,1,0,0,0,0
"AT5G18020",36,91,49,40,44,44
"AT5G18030",81,101,89,49,22,28
"AT5G18037",2,0,0,0,0,1
"AT5G18040",507,934,501,527,789,647
"AT5G18050",18,14,10,6,0,6
"AT5G18060",19,55,17,24,11,11
"AT5G18065",284,440,343,268,330,514
"AT5G18070",321,531,377,679,443,503
"AT5G18080",60,154,68,27,25,31
"AT5G18085",0,0,0,0,0,0
"AT5G18090",11,25,16,17,10,15
"AT5G18100",1651,2438,1111,1932,1879,1526
"AT5G18110",3056,5336,2572,5337,4490,3724
"AT5G18120",755,1394,798,1384,1162,1020
"AT5G18130",1740,3434,1303,4304,4563,2674
"AT5G18140",1058,1777,655,1725,1154,892
"AT5G18150",798,1585,917,766,910,1004
"AT5G18160",0,0,0,0,0,0
"AT5G18170",2428,5123,2281,10651,3322,2841
"AT5G18180",70,110,56,55,58,128
"AT5G18190",3097,5170,2905,5707,4765,4199
"AT5G18200",879,1473,839,1421,1376,1370
"AT5G18210",214,317,202,152,175,210
"AT5G18220",25,45,27,24,30,31
"AT5G18230",4753,7471,4449,8005,6165,5719
"AT5G18240",626,660,572,1077,511,799
"AT5G18245",683,696,609,1152,553,863
"AT5G18250",462,701,351,641,547,587
"AT5G18255",1599,2472,1602,2249,1711,1850
"AT5G18260",1343,2131,1305,1946,1530,1557
"AT5G18270",366,674,485,444,332,522
"AT5G18280",2069,3303,1958,2879,2545,2493
"AT5G18290",919,1585,814,937,2348,1249
"AT5G18300",152,177,79,151,110,138
"AT5G18310",2930,5528,3321,5749,4718,4596
"AT5G18320",10,15,10,34,18,17
"AT5G18330",1,0,1,0,0,0
"AT5G18340",89,210,65,85,248,109
"AT5G18350",2,6,7,8,4,16
"AT5G18360",169,367,257,194,152,233
"AT5G18362",73,75,76,95,81,94
"AT5G18370",295,430,261,464,300,371
"AT5G18380",21165,30859,19743,22989,27183,30282
"AT5G18390",385,535,301,508,448,409
"AT5G18400",3729,8233,3605,5855,7423,5174
"AT5G18403",0,0,0,0,0,0
"AT5G18404",30,49,11,10,22,15
"AT5G18407",5,12,2,4,4,10
"AT5G18410",2104,2910,1870,2902,2276,2446
"AT5G18420",1684,2702,1561,2407,2609,2306
"AT5G18430",203,378,149,279,185,186
"AT5G18440",1140,1505,1015,1000,1134,1355
"AT5G18450",0,0,0,0,0,0
"AT5G18460",1389,2653,1062,1719,1887,1367
"AT5G18470",1482,3831,1663,1478,3745,2522
"AT5G18475",206,338,200,262,233,224
"AT5G18480",2830,5593,2810,5930,5252,3952
"AT5G18490",1301,3214,1260,2857,2824,1982
"AT5G18500",3976,6269,3755,3953,3850,4214
"AT5G18510",9,2,10,2,12,10
"AT5G18520",3709,6611,3916,5010,6106,5385
"AT5G18525",1247,1649,1333,2487,1542,1847
"AT5G18540",337,422,344,568,332,433
"AT5G18550",1112,1594,1174,1350,1415,1619
"AT5G18560",33,30,22,8,29,49
"AT5G18570",3407,4958,2463,3468,3340,2941
"AT5G18580",2671,4267,2345,3533,3171,3071
"AT5G18590",2402,3260,1868,3589,2753,2793
"AT5G18600",592,504,404,1453,610,548
"AT5G18610",1086,1503,1005,1945,1333,1230
"AT5G18620",2388,3088,2309,2952,2508,3060
"AT5G18630",958,1659,682,1948,1320,982
"AT5G18636",8,16,0,25,3,6
"AT5G18640",1184,1851,870,1850,1197,1139
"AT5G18650",3923,7220,2949,9712,4248,3354
"AT5G18660",3774,5890,2489,3367,4049,2711
"AT5G18661",4,11,16,10,2,25
"AT5G18670",3432,9530,2101,1070,3933,2248
"AT5G18680",1842,2571,1563,3138,2037,2332
"AT5G18690",475,510,450,208,248,472
"AT5G18700",1069,1523,762,680,851,815
"AT5G18710",32,28,28,20,15,36
"AT5G18720",16,2,10,8,6,14
"AT5G18730",21,48,28,58,30,30
"AT5G18740",22,12,30,31,26,28
"AT5G18748",26,32,22,25,17,41
"AT5G18750",742,1165,782,725,767,807
"AT5G18755",0,0,0,0,0,0
"AT5G18760",1062,1546,804,1286,1299,1037
"AT5G18770",439,617,408,435,494,533
"AT5G18780",233,400,323,591,379,425
"AT5G18790",685,1002,690,809,953,1169
"AT5G18800",2211,3028,1869,3125,2527,2991
"AT5G18810",107,164,142,117,98,141
"AT5G18820",972,1319,858,1119,1123,1335
"AT5G18830",1666,2285,1505,1718,1875,2005
"AT5G18840",356,498,476,611,396,900
"AT5G18850",370,650,285,694,491,386
"AT5G18860",821,896,970,2309,2007,3047
"AT5G18870",0,0,0,3,0,0
"AT5G18880",0,0,0,0,0,0
"AT5G18890",0,1,0,0,0,0
"AT5G18900",1176,2045,1306,1840,1896,1817
"AT5G18910",3,4,0,0,0,1
"AT5G18920",242,339,219,258,299,324
"AT5G18930",191,272,163,197,266,264
"AT5G18940",1319,2081,1215,1944,1621,1540
"AT5G18950",390,566,350,460,560,519
"AT5G18960",1562,2501,1333,2504,1724,1671
"AT5G18970",600,694,506,656,575,636
"AT5G18980",625,1202,814,1430,953,1057
"AT5G18990",0,0,0,0,0,0
"AT5G19000",2120,4186,2085,4337,3945,2909
"AT5G19010",2102,3316,2030,2566,2587,2524
"AT5G19020",309,369,283,455,228,403
"AT5G19025",233,311,216,361,241,299
"AT5G19030",542,756,446,830,685,595
"AT5G19040",86,63,82,49,22,65
"AT5G19050",972,1463,1020,1513,1298,1311
"AT5G19060",76,84,98,72,62,108
"AT5G19070",547,856,558,812,669,729
"AT5G19080",409,744,461,884,698,627
"AT5G19090",2484,2950,2163,2294,1730,2341
"AT5G19095",0,0,0,0,0,2
"AT5G19100",104,96,115,664,609,902
"AT5G19110",126,193,227,3232,2739,4295
"AT5G19120",5441,13964,4519,8158,10165,5857
"AT5G19130",841,1453,832,1368,1082,1190
"AT5G19140",9397,18086,5100,41586,8487,5200
"AT5G19150",10081,19311,5791,42704,9489,6211
"AT5G19151",167,186,120,239,171,197
"AT5G19160",249,265,209,223,177,203
"AT5G19170",165,164,80,166,111,91
"AT5G19172",0,0,0,0,0,0
"AT5G19175",0,0,0,0,0,0
"AT5G19180",2663,4460,2426,4336,3832,3751
"AT5G19190",2123,5010,1584,1688,1099,756
"AT5G19200",284,469,317,562,302,309
"AT5G19210",595,705,468,658,530,569
"AT5G19220",9719,15526,6400,12058,11161,7399
"AT5G19221",7752,12899,5197,9657,9278,6016
"AT5G19230",1290,3096,2081,5964,5006,4770
"AT5G19240",8164,21913,7269,3600,9586,6062
"AT5G19250",6242,12861,4697,7508,8808,5299
"AT5G19257",0,0,2,0,2,3
"AT5G19260",521,762,531,336,647,763
"AT5G19270",0,0,0,0,0,0
"AT5G19280",1162,1847,1093,2304,1715,1531
"AT5G19290",2527,4385,1952,3257,3064,2224
"AT5G19300",1310,1845,1228,1814,1883,1900
"AT5G19310",1112,1492,809,1315,1183,1275
"AT5G19315",0,0,0,0,0,2
"AT5G19320",1133,1854,1155,1513,1516,1695
"AT5G19330",3562,5194,3092,6946,4784,4572
"AT5G19340",534,560,459,307,263,440
"AT5G19350",2616,4248,1994,4115,3578,3231
"AT5G19360",4,4,2,1,1,0
"AT5G19370",3001,5518,2560,4363,4580,3329
"AT5G19380",626,880,754,1037,987,1470
"AT5G19390",2867,4766,2595,3010,2870,3196
"AT5G19400",6431,11130,6359,10667,10112,8807
"AT5G19410",84,121,137,51,95,82
"AT5G19420",762,1170,680,1259,1105,982
"AT5G19430",758,1197,490,1238,864,706
"AT5G19440",7794,12444,7917,18564,17966,17702
"AT5G19450",2197,3814,2207,4002,3740,3640
"AT5G19460",760,1194,640,1107,1099,1112
"AT5G19470",100,1064,193,111,1353,285
"AT5G19473",0,11,0,6,0,0
"AT5G19480",911,1367,864,1127,1371,1271
"AT5G19485",1201,2021,1097,1904,1818,1540
"AT5G19490",63,62,44,40,40,73
"AT5G19500",6585,10084,6018,7425,8593,9041
"AT5G19510",18565,29299,18105,22254,25927,27325
"AT5G19520",861,738,896,2389,2088,3378
"AT5G19530",1158,1583,1036,1568,1015,1344
"AT5G19540",4912,7259,3460,6239,5818,4407
"AT5G19550",7274,12890,8136,52193,11774,12426
"AT5G19560",38,30,57,47,26,55
"AT5G19570",454,573,336,574,555,531
"AT5G19580",110,261,106,262,196,107
"AT5G19590",5108,7704,4029,7853,6310,5204
"AT5G19600",477,572,692,655,517,1280
"AT5G19610",1,0,0,1,0,0
"AT5G19620",2126,3314,1857,2447,2307,2359
"AT5G19630",486,999,447,897,754,557
"AT5G19640",1,0,1,0,1,0
"AT5G19650",63,55,45,20,55,74
"AT5G19660",1096,1721,1102,2053,1466,1511
"AT5G19670",391,455,321,374,345,339
"AT5G19680",1495,2381,1497,1925,1911,1976
"AT5G19690",5586,8174,5847,6783,7507,8097
"AT5G19700",2,2,0,2,0,2
"AT5G19710",0,0,0,0,1,0
"AT5G19720",2,4,1,6,10,3
"AT5G19729",1,1,2,2,2,0
"AT5G19730",627,806,633,380,903,989
"AT5G19740",357,340,370,295,205,511
"AT5G19750",2369,2949,2124,2056,2175,2829
"AT5G19760",10233,17766,9210,12579,14130,12642
"AT5G19770",9903,17521,8528,10930,10077,9309
"AT5G19780",10343,16691,8619,10822,10168,10925
"AT5G19790",230,351,209,214,247,308
"AT5G19800",64,50,64,64,56,95
"AT5G19810",0,10,1,3,16,19
"AT5G19820",8803,15071,8908,13175,12842,13054
"AT5G19830",276,380,182,274,249,256
"AT5G19840",433,631,370,612,412,499
"AT5G19850",1598,3160,1248,1253,2663,1781
"AT5G19855",4492,8138,3037,8446,8177,4759
"AT5G19860",2477,4339,1974,5467,3749,2630
"AT5G19870",31,40,36,22,24,50
"AT5G19875",543,847,556,232,654,539
"AT5G19880",18,8,14,10,4,8
"AT5G19890",101,328,472,641,431,1618
"AT5G19900",2009,3098,1960,2903,2888,2650
"AT5G19910",456,681,452,779,693,596
"AT5G19920",560,787,601,577,748,847
"AT5G19930",467,862,494,592,602,773
"AT5G19940",8612,13625,5677,10315,11772,6087
"AT5G19950",727,1081,647,1178,754,701
"AT5G19960",731,1160,662,1341,993,979
"AT5G19970",115,131,154,37,85,137
"AT5G19980",1036,1644,1257,1474,1269,1465
"AT5G19990",3925,6187,4113,6292,5366,5375
"AT5G20000",2820,5334,3011,6520,6181,4012
"AT5G20010",16808,32300,16426,35927,26724,20824
"AT5G20020",12377,21295,12262,21296,21296,18305
"AT5G20030",178,246,117,362,157,170
"AT5G20040",1585,2443,1442,2129,1837,1922
"AT5G20045",21,39,23,8,20,18
"AT5G20050",2965,7752,3740,6565,5664,4012
