gene,root_control_1,root_control_2,root_control_3,root_ABA_1,root_ABA_2,root_ABA_3
AT1G06790,2247,2300,2662,1153,1721,1356
AT1G06800,1959,1817,2457,1784,2192,2084
AT1G06810,10,10,5,1,4,6
AT1G06820,1780,1645,2195,1371,1577,1729
AT1G06830,97,62,215,16,14,16
AT1G06840,6488,5260,7416,3929,3630,4767
AT1G06850,1592,1581,2289,750,938,986
AT1G06860,2,2,2,0,0,0
AT1G06870,2469,2811,4027,1740,2089,2282
AT1G06880,0,0,2,1,0,0
AT1G06890,7706,7324,8769,5506,6885,6342
AT1G06900,8272,7453,8494,4345,5300,5442
AT1G06910,571,551,729,423,471,506
AT1G06920,2,4,4,4,5,4
AT1G06923,179,158,339,105,60,121
AT1G06925,2,2,2,0,0,4
AT1G06930,385,456,607,158,192,127
AT1G06950,6772,6178,8376,3022,3293,4287
AT1G06960,1420,1150,1313,686,943,782
AT1G06970,10,15,10,12,7,7
AT1G06980,63,91,50,30,34,12
AT1G06990,4,8,4,0,6,0
AT1G07000,1329,1339,1977,639,719,878
AT1G07010,434,399,474,326,480,413
AT1G07020,1894,1869,2626,1423,1812,1502
AT1G07025,0,0,2,0,0,2
AT1G07030,2794,2635,3650,1888,2776,2404
AT1G07040,2201,2178,2819,4477,5028,4515
AT1G07050,26,4,12,6,0,8
AT1G07051,0,0,0,0,0,0
AT1G07060,33,25,33,7,11,7
AT1G07070,3489,3281,3610,999,1528,1217
AT1G07080,4533,3831,4656,6709,8391,6058
AT1G07090,1897,1531,2251,562,695,697
AT1G07100,0,0,0,0,0,0
AT1G07110,3027,2367,3158,1980,2059,2377
AT1G07119,309,280,443,194,278,285
AT1G07120,300,264,409,199,258,261
AT1G07128,1373,966,1595,608,833,797
AT1G07130,1460,1028,1669,649,879,829
AT1G07135,568,414,1025,269,354,460
AT1G07140,19415,18938,22599,10609,13249,11442
AT1G07150,319,258,527,502,717,575
AT1G07160,87,101,156,54,34,53
AT1G07170,2199,2436,2189,1316,2290,1413
AT1G07175,143,95,131,69,55,53
AT1G07180,59,49,50,40,88,57
AT1G07190,0,3,0,1,3,0
AT1G07200,2877,2014,3370,2460,2636,2789
AT1G07210,5709,6096,6515,2631,4159,3159
AT1G07220,1701,1517,2100,1104,1418,1265
AT1G07230,3098,2561,3574,2133,2189,2528
AT1G07240,3098,2591,3879,1214,1288,1915
AT1G07250,2081,1817,2850,2881,3135,3172
AT1G07260,2205,1811,2468,1777,2107,2067
AT1G07270,210,204,267,88,166,130
AT1G07280,414,398,559,432,428,437
AT1G07290,555,589,664,305,443,385
AT1G07300,481,308,441,220,257,281
AT1G07310,2190,1902,3008,2464,2315,2530
AT1G07320,1767,1503,1678,1012,1154,918
AT1G07330,1,9,6,7,6,4
AT1G07340,0,0,1,1,0,26
AT1G07350,5961,6670,6574,4341,8268,5486
AT1G07360,4757,3732,5542,3096,3037,3289
AT1G07370,3465,3611,4033,1267,1927,1379
AT1G07380,1980,1613,2451,1547,1636,2109
AT1G07390,327,236,301,119,140,149
AT1G07400,468,686,595,839,1886,766
AT1G07410,772,937,1145,468,680,564
AT1G07420,3514,3413,4513,2053,2934,2938
AT1G07430,39,34,52,2758,2090,2228
AT1G07440,26,40,60,100,78,81
AT1G07450,0,0,0,6,2,4
AT1G07460,5,10,12,2,3,2
AT1G07470,2263,2021,2976,2359,2638,2654
AT1G07473,17,21,33,11,24,28
AT1G07476,31,11,19,23,33,18
AT1G07480,1852,1500,2307,1759,2051,1962
AT1G07485,93,44,112,16,28,26
AT1G07490,93,43,112,16,28,26
AT1G07500,251,173,237,343,495,269
AT1G07510,3904,3473,4997,3359,3520,4127
AT1G07520,1998,2034,2410,1108,1590,1521
AT1G07530,3307,2696,3684,3225,3285,3278
AT1G07540,3,0,0,2,0,0
AT1G07550,130,116,65,13,12,7
AT1G07560,1541,1269,1290,392,342,604
AT1G07570,930,897,1001,715,987,832
AT1G07580,0,0,0,0,0,0
AT1G07590,212411,150958,147074,196829,176326,113171
AT1G07600,144745,103951,101790,138208,119542,82794
AT1G07610,21808,18126,17817,32862,37407,16649
AT1G07615,1412,1400,1512,702,1232,812
AT1G07620,376,485,555,361,200,147
AT1G07630,2832,2532,3455,2429,2477,2727
AT1G07640,2256,1223,3014,2227,2540,3184
AT1G07645,2,4,0,6,14,11
AT1G07650,1731,1526,2171,1084,1445,1543
AT1G07660,2464,2198,2930,1386,2010,1559
AT1G07670,10522,10660,13564,7036,8826,8695
AT1G07680,11,18,50,0,0,0
AT1G07690,7,0,0,0,0,0
AT1G07700,1111,1023,1251,742,985,883
AT1G07702,165,185,247,89,105,148
AT1G07705,2652,2448,3120,1412,1599,1962
AT1G07710,328,254,490,111,141,152
AT1G07720,299,173,152,1723,2584,2263
AT1G07725,1594,1549,1768,1167,1649,1375
AT1G07728,1597,1552,1770,1165,1656,1379
AT1G07730,573,608,1074,411,434,512
AT1G07740,945,991,1483,621,662,745
AT1G07745,523,484,568,350,437,421
AT1G07747,0,0,0,0,2,0
AT1G07750,4482,4133,6287,3565,3981,4083
AT1G07760,0,0,0,0,0,0
AT1G07770,29631,25952,24703,16116,26666,15236
AT1G07780,2059,2192,2401,1030,1761,1407
AT1G07790,5400,5230,6277,2174,2992,2388
AT1G07795,49,72,111,116,96,51
AT1G07810,6769,6347,7585,5795,6116,6919
AT1G07820,11049,11437,12963,5906,8088,5698
AT1G07830,3863,3930,3701,1885,3498,2137
AT1G07840,2829,2474,3225,1208,1419,1481
AT1G07850,2,2,11,2,0,2
AT1G07860,10,10,1,12,25,5
AT1G07870,2410,1884,2023,2986,3070,2408
AT1G07880,1549,1251,1551,576,716,613
AT1G07885,25,9,20,6,8,2
AT1G07890,67803,63965,84609,38576,49672,45090
AT1G07900,16,33,55,44,65,79
AT1G07901,175,163,215,96,147,135
AT1G07910,2447,2038,2402,1673,2113,2152
AT1G07920,59649,57541,66438,29083,40407,32459
AT1G07930,68633,69335,75805,30663,43980,34819
AT1G07940,31392,29555,36552,15326,21279,18543
AT1G07950,2205,1772,2325,1149,1686,1348
AT1G07960,4462,4512,5495,3126,4399,3616
AT1G07970,2227,2230,2287,1121,1714,1367
AT1G07980,1609,1635,1981,1433,2139,1575
AT1G07985,135,94,174,3227,4402,3716
AT1G07990,4204,4023,5124,4100,4545,4655
AT1G08000,881,820,1113,474,642,686
AT1G08005,2,3,2,3,0,2
AT1G08010,1736,1794,2649,1129,1563,1417
AT1G08030,2292,1864,2643,1519,1850,1843
AT1G08032,0,0,0,0,0,0
AT1G08035,18,26,36,10,30,7
AT1G08040,2139,1593,2568,3162,3233,3075
AT1G08050,1297,1135,1552,1073,1118,833
AT1G08060,1714,1284,2057,1345,1252,1713
AT1G08065,0,0,0,0,0,0
AT1G08070,135,130,166,74,104,88
AT1G08080,57,37,58,77,85,54
AT1G08090,4187,3353,2873,2349,861,1610
AT1G08100,4,3,5,2,0,2
AT1G08110,5994,6206,6608,4086,6594,4913
AT1G08115,32,34,42,27,29,17
AT1G08120,20,22,32,14,22,12
AT1G08125,1858,1869,2189,1197,1623,1434
AT1G08130,3755,3584,4776,2229,2626,2753
AT1G08135,2,0,1,1,0,0
AT1G08140,2,0,0,2,4,0
AT1G08150,3,4,4,2,2,0
AT1G08160,2089,1161,2111,1271,1456,1257
AT1G08165,39,32,14,6,4,0
AT1G08170,0,1,0,0,1,2
AT1G08180,463,405,517,336,380,442
AT1G08190,9350,7821,12478,10389,10849,12612
AT1G08200,19229,17725,24291,18546,24641,21077
AT1G08210,1871,1715,1802,1314,1775,1532
AT1G08220,1447,1322,1695,541,642,742
AT1G08230,821,778,947,2056,2253,2161
AT1G08240,0,0,0,0,0,0
AT1G08250,1016,863,1469,2127,2335,1830
AT1G08260,4852,3937,5528,2810,2949,3509
AT1G08270,918,757,1010,506,748,596
AT1G08280,1547,1629,2289,621,728,982
AT1G08290,1151,1094,2013,1344,1930,2001
AT1G08300,536,614,679,328,387,458
AT1G08310,295,267,384,207,185,275
AT1G08315,1098,1076,1497,1391,1400,1382
AT1G08320,2723,2315,3149,2755,2170,2501
AT1G08340,498,710,1287,634,655,930
AT1G08350,2218,2152,2746,1180,1640,1552
AT1G08360,42628,42183,40320,19503,32964,21576
AT1G08370,4256,3588,5480,3380,3648,4028
AT1G08380,224,224,364,568,369,391
AT1G08390,426,362,404,204,290,207
AT1G08400,901,934,1220,721,725,830
AT1G08410,3098,2730,3088,1170,1422,1396
AT1G08420,5247,4503,6365,4133,4200,4762
AT1G08430,2668,3009,3301,3392,4905,4962
AT1G08440,28,8,11,208,256,156
AT1G08450,4410,4146,5454,3206,4170,4044
AT1G08460,1941,1722,1993,1789,2278,1916
AT1G08465,2,2,2,2,4,0
AT1G08470,1687,1464,2112,1276,1444,1398
AT1G08480,10458,9511,11702,6999,9427,7349
AT1G08490,2063,1983,2393,1377,1791,1804
AT1G08500,509,461,794,1722,1822,1594
AT1G08510,6926,5832,9288,13594,12914,10311
AT1G08520,1760,1352,1944,1626,1680,1823
AT1G08530,823,828,1071,692,834,862
AT1G08540,893,676,1006,653,689,791
AT1G08550,464,368,417,425,486,417
AT1G08560,5916,5762,5354,2830,4547,2596
AT1G08570,2995,2539,3236,5025,6868,5414
AT1G08580,4935,4094,5353,1565,2196,1938
AT1G08590,2675,3001,4531,1530,1709,2263
AT1G08592,2302,2619,3932,1356,1523,2040
AT1G08600,4313,3772,5634,3293,3120,4194
AT1G08610,596,535,599,234,284,326
AT1G08620,4510,3635,5293,3994,4148,4860
AT1G08630,53,109,55,136,190,147
AT1G08640,2539,2332,3255,1508,2017,2032
AT1G08650,4005,2904,4529,5191,5048,6554
AT1G08660,3911,3783,4673,2268,2906,3123
AT1G08670,596,680,1006,444,504,596
AT1G08680,4217,3112,4335,3324,3846,3796
AT1G08695,0,0,0,0,0,0
AT1G08700,3391,3025,4219,2370,2471,2638
AT1G08710,1160,1024,1298,861,1059,875
AT1G08720,2463,2068,2802,1800,2024,2228
AT1G08730,208,200,273,80,147,97
AT1G08750,1699,1447,1827,949,1186,1177
AT1G08760,2438,2296,3120,1891,2147,2403
AT1G08770,1554,1405,1623,1062,1318,1255
AT1G08780,2721,2499,2997,1500,2010,1627
AT1G08790,0,0,5,0,0,0
AT1G08800,4599,4033,6002,2900,2734,3826
AT1G08810,50,63,78,8,9,14
AT1G08820,5258,4441,5854,5540,5756,5403
AT1G08830,6413,5427,13007,3147,4293,6933
AT1G08840,2619,2120,3844,1185,1514,1892
AT1G08845,613,594,675,198,341,335
AT1G08860,14,29,21,12,10,12
AT1G08870,0,0,0,0,0,0
AT1G08880,6956,6548,9300,5076,5824,5651
AT1G08890,932,804,1195,2650,2643,2793
AT1G08900,112,107,143,71,42,66
AT1G08910,2595,2061,3103,1541,1550,2017
AT1G08920,3242,3264,4400,16880,19866,13638
AT1G08930,11511,11045,14040,2298,1851,2505
AT1G08940,2309,2358,3416,1566,1619,1726
AT1G08950,2,1,0,0,0,0
AT1G08960,1220,1161,1820,814,790,940
AT1G08970,4123,3592,4924,4083,5056,4539
AT1G08980,951,803,826,679,641,736
AT1G08985,2,0,2,4,0,0
AT1G08990,1239,1049,1615,2216,1986,1998
AT1G09000,1088,979,1265,821,952,925
AT1G09010,4291,3955,4633,3710,4320,4388
AT1G09020,4235,3654,5972,3052,3029,3556
AT1G09026,0,0,0,0,0,0
AT1G09030,2,4,8,6,18,0
AT1G09040,516,427,620,363,468,429
AT1G09050,538,548,620,398,489,531
AT1G09060,2689,2333,3470,1971,2237,2379
AT1G09070,5805,5367,7602,5522,5964,5422
AT1G09080,84,79,108,80,57,83
AT1G09090,1468,1092,2037,348,345,405
AT1G09100,3711,3301,4449,2648,2741,2949
AT1G09110,0,0,0,0,0,0
AT1G09130,3991,3575,4599,3267,3507,3594
AT1G09140,5980,6276,8013,8624,10396,9364
AT1G09150,5162,4461,5496,2823,3747,3363
AT1G09155,150,192,291,472,454,454
AT1G09157,3,11,8,7,4,10
AT1G09160,3242,3321,4251,1784,2430,2123
AT1G09170,481,580,798,1810,1433,1139
AT1G09176,32,19,56,136,182,91
AT1G09180,69,63,72,225,374,216
AT1G09190,385,348,406,136,208,167
AT1G09195,661,652,859,550,490,667
AT1G09200,9190,9791,12263,4189,6605,4507
AT1G09210,26101,27055,32766,12618,16757,14513
AT1G09220,179,169,194,78,126,114
AT1G09230,1378,1214,1401,819,1001,1135
AT1G09240,8,10,4,3,6,3
AT1G09245,0,0,0,0,0,0
AT1G09250,2113,2060,2535,1223,1733,1483
AT1G09260,3,2,1,1,1,0
AT1G09270,6697,6462,8854,5240,5654,6175
AT1G09280,3012,2752,2772,1998,3020,2335
AT1G09290,1534,1335,1609,886,1228,1120
AT1G09300,2063,1927,2156,1213,1564,1246
AT1G09310,249,284,241,10823,13322,11336
AT1G09320,850,856,981,482,641,593
AT1G09330,4445,4587,5858,2890,3688,3148
AT1G09340,714,560,657,509,389,453
AT1G09350,17,14,21,2,5,0
AT1G09360,0,0,0,0,0,0
AT1G09370,0,0,4,7,6,9
AT1G09380,93,52,82,96,88,84
AT1G09390,840,701,906,283,301,345
AT1G09400,77,123,119,48,70,67
AT1G09410,200,167,246,82,100,109
AT1G09415,407,358,574,525,602,579
AT1G09420,1694,1563,2140,1087,1406,1472
AT1G09421,820,775,1064,538,677,661
AT1G09430,6324,5794,7633,5465,5695,5695
AT1G09440,302,331,636,267,346,461
AT1G09450,912,955,1006,410,562,423
AT1G09460,3316,2560,3984,1575,1670,1510
AT1G09470,1378,1350,1458,617,998,655
AT1G09480,341,305,401,139,111,157
AT1G09483,3,3,0,0,1,1
AT1G09490,1279,1187,1422,1050,1560,1610
AT1G09500,27,23,41,170,149,258
AT1G09510,4,1,2,0,2,2
AT1G09520,1506,1217,1508,989,1373,1238
AT1G09530,384,368,375,970,1039,1371
AT1G09540,342,341,508,227,200,244
AT1G09550,12,9,8,3,3,4
AT1G09560,34429,23513,30514,28116,24950,24403
AT1G09570,11762,11335,13217,9245,10213,10881
AT1G09575,350,392,539,158,234,206
AT1G09580,1611,1680,2168,892,1342,1016
AT1G09590,31670,31539,32997,11980,19604,13296
AT1G09600,312,264,306,146,213,192
AT1G09610,92,86,118,62,71,92
AT1G09620,13067,11269,14513,6576,7909,8638
AT1G09625,0,2,0,0,0,2
AT1G09630,3218,3270,3718,1468,1971,1541
AT1G09640,33532,31858,34622,19299,27046,21783
AT1G09645,2453,2202,2757,1698,1932,1692
AT1G09650,99,87,77,21,54,61
AT1G09660,4647,4593,5550,2151,3562,2991
AT1G09665,3,0,0,2,4,1
AT1G09680,263,305,319,144,165,101
AT1G09690,43169,45125,44384,20301,35765,22081
AT1G09700,1439,1297,1261,699,1048,766
AT1G09710,625,539,594,483,627,471
AT1G09720,6,9,0,0,2,4
AT1G09730,3859,3712,4813,3152,3598,3972
AT1G09740,8483,7217,8365,6406,6600,5557
AT1G09750,469,508,848,186,132,150
AT1G09760,6699,6214,6929,3784,5361,4116
AT1G09770,12333,11102,12758,9040,10738,10281
AT1G09780,32583,32170,43224,15402,17684,19526
AT1G09790,2,2,2,1,0,0
AT1G09794,575,369,601,388,371,340
AT1G09795,1434,1116,1544,1511,1848,1534
AT1G09800,751,649,801,284,403,367
AT1G09810,1328,1296,1608,574,698,773
AT1G09812,131,104,156,70,68,86
AT1G09815,2355,2028,2713,1291,1643,1350
AT1G09820,616,565,665,372,484,406
AT1G09830,2766,2594,3112,1009,1225,1243
AT1G09840,8077,6224,9664,7004,7845,7942
AT1G09850,2526,2403,3632,2428,2594,3142
AT1G09860,134,137,153,111,112,109
AT1G09870,3225,2723,4007,3241,3464,3503
AT1G09880,245,147,350,208,235,297
AT1G09890,158,265,565,182,251,495
AT1G09900,790,818,895,396,433,416
AT1G09910,1964,1573,1965,1500,1798,1893
AT1G09920,2999,2431,3596,4306,4172,3669
AT1G09930,31,19,31,11,15,11
AT1G09932,1661,1298,1894,914,954,972
AT1G09935,0,2,4,2,2,0
AT1G09940,1802,1511,2008,1240,1431,1321
AT1G09950,263,204,248,233,392,292
AT1G09960,1405,972,1668,1555,1529,1684
AT1G09970,28562,22203,45720,24678,23206,32534
AT1G09980,3953,3676,5040,3075,3307,3699
AT1G09995,1221,1181,1420,915,1211,974
AT1G10000,55,37,71,18,31,52
AT1G10010,2,0,2,4,2,2
AT1G10020,1200,1333,1421,1124,1252,986
AT1G10030,2880,2965,3693,1517,2484,1781
AT1G10040,826,870,1094,433,576,642
AT1G10050,1954,2248,2216,1271,1575,1596
AT1G10060,29,12,30,46,33,23
AT1G10070,291,351,304,447,348,355
AT1G10090,1839,1250,2556,1773,1865,2206
AT1G10095,385,409,492,386,372,512
AT1G10100,3,0,2,2,4,2
AT1G10110,132,114,211,79,84,152
AT1G10120,2881,3069,4359,2681,3681,4209
AT1G10130,6223,5859,7909,3931,4234,5077
AT1G10140,1888,1250,2832,2447,1645,2296
AT1G10150,888,876,1222,1224,1237,1159
AT1G10155,50,33,28,15,10,29
AT1G10170,5125,4547,5382,3996,4547,4484
AT1G10180,3445,2865,3746,2116,2545,2602
AT1G10190,0,0,0,0,0,0
AT1G10200,6589,6070,8883,5631,6349,6696
AT1G10210,883,646,893,628,657,671
AT1G10220,79,59,102,164,123,106
AT1G10230,957,1042,1117,641,1144,722
AT1G10240,1078,1019,1327,713,1059,904
AT1G10250,0,1,0,0,0,2
AT1G10270,2037,1859,2667,716,796,1008
AT1G10280,795,764,1088,832,1025,1190
AT1G10290,9621,9393,12305,7359,7595,8264
AT1G10300,1135,1395,1426,491,722,670
AT1G10310,977,899,1056,653,924,672
AT1G10320,1664,1538,2060,1234,1303,1609
AT1G10330,240,255,303,136,179,146
AT1G10340,250,174,200,53,42,42
AT1G10350,1352,1225,1852,1037,1283,1374
AT1G10360,140,140,328,496,667,630
AT1G10370,1346,1291,2864,4596,7951,6022
AT1G10380,1514,753,1938,895,854,1818
AT1G10385,22,43,53,8,17,20
AT1G10390,8178,7501,9860,6230,6260,7359
AT1G10400,1552,2073,1898,105,117,120
AT1G10410,8391,6873,10633,8095,8744,10798
AT1G10417,263,256,323,129,164,195
AT1G10430,3310,2986,3827,1936,2272,2252
AT1G10440,0,0,0,0,0,0
AT1G10450,3629,3346,4261,2357,2515,2995
AT1G10455,2,0,13,3,2,2
AT1G10460,171,163,283,94,125,105
AT1G10470,3932,3675,6841,3142,3604,2655
AT1G10480,598,704,1029,1317,1195,974
AT1G10490,6298,5508,6384,2731,3621,2926
AT1G10500,2776,2251,3111,2560,3107,2607
AT1G10510,1865,1679,2239,1091,1285,1333
AT1G10520,393,348,516,260,260,377
AT1G10522,811,730,803,394,503,386
AT1G10530,357,341,545,496,733,698
AT1G10540,49,17,78,35,50,76
AT1G10550,152,167,234,62,89,80
AT1G10560,507,490,704,461,813,699
AT1G10570,2284,2083,2636,1752,1650,2107
AT1G10580,3627,3335,4750,2420,2627,2703
AT1G10585,8,6,4,10,4,12
AT1G10586,0,0,0,2,2,0
AT1G10588,0,0,0,0,0,0
AT1G10590,10741,10388,11489,7319,10351,7543
AT1G10600,1154,1084,1282,856,1170,1106
AT1G10610,423,390,386,304,349,380
AT1G10620,2,2,2,2,1,3
AT1G10630,10049,12236,13442,6996,10981,7947
AT1G10640,46,42,49,112,80,110
AT1G10650,2025,1874,2711,1408,1608,1849
AT1G10652,0,0,0,0,0,0
AT1G10657,21,9,10,2,4,4
AT1G10660,2253,1894,2223,1724,2081,1937
AT1G10670,15873,17030,22690,16839,19292,17545
AT1G10680,12,16,36,15,14,6
AT1G10682,10212,4113,11029,8739,8049,8654
AT1G10690,367,230,494,342,397,424
AT1G10700,2423,2184,3135,1828,1768,2250
AT1G10710,18,20,18,12,30,15
AT1G10717,0,0,0,0,0,0
AT1G10720,2573,2330,3347,2138,2467,2497
AT1G10730,1117,978,1372,956,975,1058
AT1G10740,2188,2012,2894,3201,4485,3857
AT1G10745,0,0,0,0,0,2
AT1G10747,19,10,12,1,6,6
AT1G10750,1053,1142,1357,464,641,592
AT1G10760,4739,3882,4528,6024,7191,8174
AT1G10770,29,48,42,24,30,38
AT1G10780,1343,1209,1458,367,620,444
AT1G10790,156,116,139,103,96,131
AT1G10800,63,73,142,42,53,78
AT1G10810,372,342,633,171,238,291
AT1G10820,2060,1740,2550,1310,1463,1621
AT1G10830,761,628,893,761,649,771
AT1G10840,13859,13753,14712,7976,11851,9278
AT1G10850,3066,3017,3690,1747,2567,2220
AT1G10865,2399,2173,2670,1855,2386,1659
AT1G10870,2895,2738,3717,2251,2486,2628
AT1G10880,4,6,6,5,0,4
AT1G10890,4758,4715,5520,3710,3902,4890
AT1G10900,4804,4026,6090,3342,3527,3950
AT1G10910,1538,1519,1595,862,1143,1125
AT1G10920,121,110,163,124,164,231
AT1G10930,1800,1643,2156,914,1094,1186
AT1G10940,5204,4962,6897,4470,4618,5012
AT1G10950,14414,12972,17182,9225,10582,10555
AT1G10960,3041,2762,5392,3033,4830,5109
AT1G10970,950,732,1403,567,588,1076
AT1G10980,11,20,11,5,6,5
AT1G10990,1871,1653,1788,853,1168,653
AT1G11000,2359,2593,3148,1094,1571,1307
AT1G11010,0,0,0,0,0,0
AT1G11020,1585,1447,1839,1260,1486,1434
AT1G11030,0,0,0,0,0,0
AT1G11040,3,6,8,2,2,2
AT1G11050,1285,1175,1778,697,669,941
AT1G11060,2134,1912,2451,1419,1485,1738
AT1G11070,19,16,62,54,52,77
AT1G11080,193,121,468,163,199,270
AT1G11090,907,734,1126,692,857,810
AT1G11100,1215,1028,1467,621,724,920
AT1G11110,0,2,0,0,0,0
AT1G11112,26,8,14,4,6,10
AT1G11120,615,501,583,219,314,272
AT1G11125,363,488,566,371,608,357
AT1G11130,3782,2467,4242,1894,1616,2403
AT1G11145,0,0,0,0,0,1
AT1G11160,816,973,1447,320,336,519
AT1G11170,433,503,700,1232,1101,1202
AT1G11175,480,374,439,680,956,756
AT1G11180,283,203,265,239,252,257
AT1G11185,717,398,1487,150,141,472
AT1G11190,419,538,1048,4675,4102,3276
AT1G11200,1895,1656,2144,1041,1357,1282
AT1G11210,422,288,597,654,514,839
AT1G11220,524,581,623,196,424,237
AT1G11230,0,0,0,0,2,6
AT1G11240,4582,4736,5245,2396,3626,2838
AT1G11250,7,8,21,1,4,3
AT1G11260,4056,3838,5157,1404,1250,1194
AT1G11270,740,827,880,575,942,760
AT1G11280,3215,3165,3978,2128,2425,2409
AT1G11290,212,226,291,118,171,124
AT1G11300,916,963,935,339,255,379
AT1G11310,7469,5653,8992,7060,5930,6980
AT1G11320,443,455,463,230,269,299
AT1G11330,3179,1838,4132,1792,2236,2949
AT1G11340,14,8,2,2,4,6
AT1G11350,327,332,322,257,267,284
AT1G11360,2756,2626,3455,1945,2155,2063
AT1G11362,6,12,20,2,4,10
AT1G11370,2,0,0,0,0,1
AT1G11380,1102,952,1375,1452,1734,1261
AT1G11390,2376,2254,3141,1672,2210,2085
AT1G11400,2762,2863,3167,2891,3891,2850
AT1G11410,311,236,302,230,241,252
AT1G11420,1214,1206,1514,635,862,943
AT1G11430,1713,1547,2212,1007,1144,1265
AT1G11440,641,496,936,372,363,497
AT1G11450,2188,1130,1861,706,538,905
AT1G11460,159,50,101,6,2,20
AT1G11470,0,0,1,8,4,6
AT1G11475,3164,3162,3680,1141,1937,1425
AT1G11480,8733,8025,9344,7080,8567,7787
AT1G11490,79,76,107,34,51,34
AT1G11500,87,70,115,50,85,66
AT1G11510,0,4,3,0,0,0
AT1G11520,0,1,1,0,0,0
AT1G11530,417,368,316,129,103,89
AT1G11540,956,892,1298,170,201,187
AT1G11545,3930,3998,5014,1355,1707,1505
AT1G11550,2,0,0,3,0,0
AT1G11560,17,21,21,9,16,26
AT1G11570,274,155,297,201,213,201
AT1G11572,19,6,14,0,0,2
AT1G11580,103602,77288,106768,33916,36056,39392
AT1G11590,0,7,4,4,4,2
AT1G11592,1369,1428,1831,982,1418,1119
AT1G11593,0,0,0,0,0,0
AT1G11600,193,81,76,560,452,154
AT1G11608,4,0,3,0,0,2
AT1G11610,0,1,1,0,0,0
AT1G11620,2,0,12,1,0,2
AT1G11630,812,1011,1115,525,641,676
AT1G11640,0,0,2,0,0,0
AT1G11650,14873,13487,18238,10581,12378,12040
AT1G11655,59,114,169,50,45,48
AT1G11660,4754,4318,5821,3809,4143,4437
AT1G11670,5750,5915,8305,1936,2470,2595
AT1G11680,27379,25897,25418,12331,16847,12960
AT1G11684,3,2,1,0,0,0
AT1G11690,1,2,7,2,2,0
AT1G11700,809,551,1051,955,816,963
AT1G11710,602,615,707,238,305,333
AT1G11720,1167,1164,1185,1089,1373,1389
AT1G11730,237,227,287,119,129,163
AT1G11735,16,24,23,22,29,10
AT1G11740,105,111,239,56,51,65
AT1G11750,2954,2435,3008,1647,2098,1956
AT1G11755,970,865,1178,631,824,739
AT1G11760,758,747,793,541,734,494
AT1G11765,0,0,0,0,0,0
AT1G11770,5,12,21,11,6,5
AT1G11780,1598,1692,1941,929,1353,1256
AT1G11785,10,17,31,47,42,30
AT1G11790,1962,1698,2651,2708,2827,2880
AT1G11800,638,633,772,327,384,339
AT1G11810,43,29,35,12,30,15
AT1G11820,3727,3286,4138,1351,2044,1777
AT1G11840,50598,45123,52218,47193,58102,45077
AT1G11850,10,2,0,6,0,0
AT1G11860,9735,9051,11323,6547,7936,7898
AT1G11870,1259,1269,1553,779,1036,980
AT1G11880,652,614,761,431,579,552
AT1G11890,4261,3787,5198,3134,3367,3381
AT1G11900,278,294,296,211,301,285
AT1G11905,1716,1504,2168,1183,1482,1255
AT1G11910,43906,36733,47270,42841,45442,46466
AT1G11915,208,139,196,94,118,116
AT1G11920,102,230,389,61,33,80
AT1G11925,4,0,2,2,0,6
AT1G11930,2353,2488,2848,2007,2445,2273
AT1G11940,956,974,1282,771,956,899
AT1G11950,909,700,907,513,628,597
AT1G11960,1035,748,1133,1041,1130,1028
AT1G11970,0,2,2,0,2,0
AT1G11980,1,0,0,0,0,0
AT1G11990,5,0,0,0,0,1
AT1G12000,20590,19399,27532,10272,12197,12884
AT1G12010,1801,1073,3710,588,394,665
AT1G12013,50,32,56,29,32,10
AT1G12015,7,7,13,4,0,2
AT1G12020,1071,965,1172,340,370,369
AT1G12030,105,48,82,45,48,42
AT1G12040,2289,2749,6802,1920,798,2207
AT1G12050,3253,2816,4208,3083,3184,3988
AT1G12060,440,405,587,229,351,362
AT1G12064,29,38,32,26,34,10
AT1G12070,75,118,83,27,81,43
AT1G12080,3714,3468,9237,2808,2486,3525
AT1G12090,12729,11317,18444,5960,5759,5709
AT1G12100,152,153,110,26,56,36
AT1G12110,29840,20134,33386,31536,22972,35511
AT1G12120,5955,4997,6213,3723,5092,4925
AT1G12130,41,67,40,82,138,149
AT1G12140,4053,3217,5648,2190,2153,2865
AT1G12150,221,283,423,133,108,186
AT1G12160,2883,2670,2973,1512,1986,1540
AT1G12170,0,0,0,0,0,0
AT1G12180,14,8,6,0,2,6
AT1G12190,0,0,4,0,0,0
AT1G12200,8649,6125,14926,6550,6715,10334
AT1G12210,406,303,489,192,236,227
